Time,translate
2022-08-29,74
2022-08-30,85
2022-08-31,81
2022-09-01,82
2022-09-02,79
2022-09-03,55
2022-09-04,54
2022-09-05,59
2022-09-06,81
2022-09-07,86
2022-09-08,88
2022-09-09,83
2022-09-10,55
2022-09-11,58
2022-09-12,91
2022-09-13,91
2022-09-14,98
2022-09-15,92
2022-09-16,86
2022-09-17,58
2022-09-18,58
2022-09-19,88
2022-09-20,94
2022-09-21,94
2022-09-22,94
2022-09-23,88
2022-09-24,57
2022-09-25,57
2022-09-26,84
2022-09-27,90
2022-09-28,93
2022-09-29,90
2022-09-30,87
2022-10-01,56
2022-10-02,57
2022-10-03,87
2022-10-04,91
2022-10-05,94
2022-10-06,99
2022-10-07,87
2022-10-08,58
2022-10-09,58
2022-10-10,81
2022-10-11,89
2022-10-12,88
2022-10-13,96
2022-10-14,85
2022-10-15,58
2022-10-16,58
2022-10-17,90
2022-10-18,93
2022-10-19,98
2022-10-20,95
2022-10-21,89
2022-10-22,57
2022-10-23,61
2022-10-24,90
2022-10-25,94
2022-10-26,92
2022-10-27,96
2022-10-28,89
2022-10-29,56
2022-10-30,58
2022-10-31,86
2022-11-01,87
2022-11-02,92
2022-11-03,96
2022-11-04,90
2022-11-05,55
2022-11-06,55
2022-11-07,90
2022-11-08,79
2022-11-09,88
2022-11-10,90
2022-11-11,72
2022-11-12,58
2022-11-13,57
2022-11-14,88
2022-11-15,97
2022-11-16,95
2022-11-17,97
2022-11-18,92
2022-11-19,58
2022-11-20,57
2022-11-21,80
2022-11-22,79
2022-11-23,73
2022-11-24,59
2022-11-25,55
2022-11-26,55
2022-11-27,57
2022-11-28,84
2022-11-29,90
2022-11-30,89
2022-12-01,95
2022-12-02,90
2022-12-03,60
2022-12-04,57
2022-12-05,94
2022-12-06,96
2022-12-07,97
2022-12-08,95
2022-12-09,90
2022-12-10,61
2022-12-11,61
2022-12-12,91
2022-12-13,93
2022-12-14,93
2022-12-15,93
2022-12-16,84
2022-12-17,59
2022-12-18,60
2022-12-19,79
2022-12-20,80
2022-12-21,80
2022-12-22,74
2022-12-23,61
2022-12-24,59
2022-12-25,61
2022-12-26,57
2022-12-27,62
2022-12-28,63
2022-12-29,62
2022-12-30,60
2022-12-31,57
2023-01-01,56
2023-01-02,57
2023-01-03,71
2023-01-04,80
2023-01-05,81
2023-01-06,84
2023-01-07,58
2023-01-08,57
2023-01-09,88
2023-01-10,92
2023-01-11,96
2023-01-12,93
2023-01-13,87
2023-01-14,57
2023-01-15,55
2023-01-16,64
2023-01-17,93
2023-01-18,94
2023-01-19,94
2023-01-20,95
2023-01-21,59
2023-01-22,62
2023-01-23,89
2023-01-24,97
2023-01-25,95
2023-01-26,96
2023-01-27,92
2023-01-28,61
2023-01-29,63
2023-01-30,90
2023-01-31,95
2023-02-01,92
2023-02-02,93
2023-02-03,94
2023-02-04,64
2023-02-05,64
2023-02-06,94
2023-02-07,100
2023-02-08,98
2023-02-09,98
2023-02-10,95
2023-02-11,63
2023-02-12,59
2023-02-13,91
2023-02-14,99
2023-02-15,100
2023-02-16,97
2023-02-17,88
2023-02-18,63
2023-02-19,63
2023-02-20,67
2023-02-21,89
2023-02-22,87
2023-02-23,96
2023-02-24,90
2023-02-25,62
2023-02-26,64
2023-02-27,98
2023-02-28,92
2023-03-01,98
2023-03-02,97
2023-03-03,92
2023-03-04,63
2023-03-05,66
2023-03-06,97
2023-03-07,96
2023-03-08,97
2023-03-09,97
2023-03-10,88
2023-03-11,61
2023-03-12,60
2023-03-13,87
2023-03-14,87
2023-03-15,92
2023-03-16,94
2023-03-17,87
2023-03-18,62
2023-03-19,62
2023-03-20,91
2023-03-21,95
2023-03-22,96
2023-03-23,98
2023-03-24,95
2023-03-25,64
2023-03-26,65
2023-03-27,90
2023-03-28,97
2023-03-29,93
2023-03-30,94
2023-03-31,85
2023-04-01,61
2023-04-02,63
2023-04-03,86
2023-04-04,91
2023-04-05,85
2023-04-06,86
2023-04-07,73
2023-04-08,61
2023-04-09,61
2023-04-10,85
2023-04-11,93
2023-04-12,86
2023-04-13,90
2023-04-14,89
2023-04-15,63
2023-04-16,66
2023-04-17,91
2023-04-18,94
2023-04-19,95
2023-04-20,97
2023-04-21,87
2023-04-22,64
2023-04-23,63
2023-04-24,96
2023-04-25,93
2023-04-26,96
2023-04-27,96
2023-04-28,92
2023-04-29,64
2023-04-30,58
2023-05-01,94
2023-05-02,97
2023-05-03,94
2023-05-04,91
2023-05-05,87
2023-05-06,62
2023-05-07,62
2023-05-08,91
2023-05-09,94
2023-05-10,95
2023-05-11,93
2023-05-12,89
2023-05-13,62
2023-05-14,67
2023-05-15,95
2023-05-16,94
2023-05-17,93
2023-05-18,95
2023-05-19,89
2023-05-20,63
2023-05-21,65
2023-05-22,90
2023-05-23,99
2023-05-24,88
2023-05-25,82
