Time,temperature
2022-09-10,55.87096774193549
2022-09-11,52.12903225806451
2022-09-12,52.62903225806451
2022-09-13,48.88709677419355
2022-09-14,48.88709677419355
2022-09-15,48.88709677419355
2022-09-16,47.016129032258064
2022-09-17,48.88709677419355
2022-09-18,50.75806451612903
2022-09-19,54.0
2022-09-20,50.25806451612903
2022-09-21,50.25806451612903
2022-09-22,54.0
2022-09-23,56.37096774193549
2022-09-24,57.74193548387097
2022-09-25,57.74193548387097
2022-09-26,53.5
2022-09-27,54.0
2022-09-28,57.483870967741936
2022-09-29,54.0
2022-09-30,52.25806451612903
2022-10-01,50.516129032258064
2022-10-02,55.74193548387097
2022-10-03,55.74193548387097
2022-10-04,54.0
2022-10-05,52.25806451612903
2022-10-06,54.0
2022-10-07,55.74193548387097
2022-10-08,59.225806451612904
2022-10-09,62.70967741935484
2022-10-10,57.483870967741936
2022-10-11,50.516129032258064
2022-10-12,52.25806451612903
2022-10-13,50.516129032258064
2022-10-14,52.25806451612903
2022-10-15,52.25806451612903
2022-10-16,57.483870967741936
2022-10-17,60.96774193548387
2022-10-18,71.41935483870968
2022-10-19,76.64516129032258
2022-10-20,66.19354838709677
2022-10-21,55.74193548387097
2022-10-22,57.483870967741936
2022-10-23,57.483870967741936
2022-10-24,59.225806451612904
2022-10-25,55.74193548387097
2022-10-26,55.74193548387097
2022-10-27,57.483870967741936
2022-10-28,52.25806451612903
2022-10-29,52.25806451612903
2022-10-30,52.25806451612903
2022-10-31,52.25806451612903
2022-11-01,48.774193548387096
2022-11-02,50.516129032258064
2022-11-03,54.0
2022-11-04,54.0
2022-11-05,54.0
2022-11-06,52.25806451612903
2022-11-07,57.483870967741936
2022-11-08,50.516129032258064
2022-11-09,50.516129032258064
2022-11-10,52.25806451612903
2022-11-11,52.25806451612903
2022-11-12,60.96774193548387
2022-11-13,67.93548387096774
2022-11-14,64.45161290322581
2022-11-15,64.45161290322581
2022-11-16,59.225806451612904
2022-11-17,60.96774193548387
2022-11-18,64.45161290322581
2022-11-19,66.19354838709677
2022-11-20,69.6774193548387
2022-11-21,62.70967741935484
2022-11-22,59.225806451612904
2022-11-23,62.70967741935484
2022-11-24,149.80645161290323
2022-11-25,57.483870967741936
2022-11-26,50.516129032258064
2022-11-27,54.0
2022-11-28,50.516129032258064
2022-11-29,52.25806451612903
2022-11-30,52.25806451612903
2022-12-01,55.74193548387097
2022-12-02,52.25806451612903
2022-12-03,50.516129032258064
2022-12-04,52.25806451612903
2022-12-05,54.0
2022-12-06,52.25806451612903
2022-12-07,50.516129032258064
2022-12-08,50.516129032258064
2022-12-09,45.29032258064516
2022-12-10,47.03225806451613
2022-12-11,52.25806451612903
2022-12-12,54.0
2022-12-13,55.74193548387097
2022-12-14,54.0
2022-12-15,52.25806451612903
2022-12-16,54.0
2022-12-17,55.74193548387097
2022-12-18,69.6774193548387
2022-12-19,66.19354838709677
2022-12-20,69.6774193548387
2022-12-21,73.16129032258064
2022-12-22,99.29032258064517
2022-12-23,155.03225806451613
2022-12-24,174.19354838709677
2022-12-25,156.7741935483871
2022-12-26,90.58064516129032
2022-12-27,67.93548387096774
2022-12-28,62.70967741935484
2022-12-29,54.0
2022-12-30,50.516129032258064
2022-12-31,54.0
2023-01-01,59.225806451612904
2023-01-02,50.516129032258064
2023-01-03,47.03225806451613
2023-01-04,48.774193548387096
2023-01-05,48.774193548387096
2023-01-06,47.03225806451613
2023-01-07,48.774193548387096
2023-01-08,55.74193548387097
2023-01-09,55.74193548387097
2023-01-10,48.774193548387096
2023-01-11,48.774193548387096
2023-01-12,48.774193548387096
2023-01-13,50.516129032258064
2023-01-14,57.483870967741936
2023-01-15,62.70967741935484
2023-01-16,54.0
2023-01-17,52.25806451612903
2023-01-18,50.516129032258064
2023-01-19,50.516129032258064
2023-01-20,48.774193548387096
2023-01-21,48.774193548387096
2023-01-22,57.483870967741936
2023-01-23,54.0
2023-01-24,55.74193548387097
2023-01-25,52.25806451612903
2023-01-26,55.74193548387097
2023-01-27,52.25806451612903
2023-01-28,48.774193548387096
2023-01-29,57.483870967741936
2023-01-30,69.6774193548387
2023-01-31,71.41935483870968
2023-02-01,62.70967741935484
2023-02-02,60.96774193548387
2023-02-03,71.41935483870968
2023-02-04,87.09677419354838
2023-02-05,64.45161290322581
2023-02-06,55.74193548387097
2023-02-07,55.74193548387097
2023-02-08,50.516129032258064
2023-02-09,52.25806451612903
2023-02-10,52.25806451612903
2023-02-11,50.516129032258064
2023-02-12,59.225806451612904
2023-02-13,54.0
2023-02-14,54.0
2023-02-15,57.483870967741936
2023-02-16,54.0
2023-02-17,55.74193548387097
2023-02-18,54.0
2023-02-19,54.0
2023-02-20,52.25806451612903
2023-02-21,50.516129032258064
2023-02-22,55.74193548387097
2023-02-23,57.483870967741936
2023-02-24,55.74193548387097
2023-02-25,54.0
2023-02-26,57.483870967741936
2023-02-27,54.0
2023-02-28,52.25806451612903
2023-03-01,52.25806451612903
2023-03-02,50.516129032258064
2023-03-03,48.774193548387096
2023-03-04,48.774193548387096
2023-03-05,52.25806451612903
2023-03-06,52.25806451612903
2023-03-07,50.516129032258064
2023-03-08,50.516129032258064
2023-03-09,48.774193548387096
2023-03-10,47.03225806451613
2023-03-11,43.54838709677419
2023-03-12,52.25806451612903
2023-03-13,48.774193548387096
2023-03-14,50.516129032258064
2023-03-15,54.0
2023-03-16,50.516129032258064
2023-03-17,48.774193548387096
2023-03-18,52.25806451612903
2023-03-19,59.225806451612904
2023-03-20,57.483870967741936
2023-03-21,54.0
2023-03-22,45.29032258064516
2023-03-23,50.516129032258064
2023-03-24,48.774193548387096
2023-03-25,48.774193548387096
2023-03-26,54.0
2023-03-27,52.25806451612903
2023-03-28,52.25806451612903
2023-03-29,52.25806451612903
2023-03-30,52.25806451612903
2023-03-31,45.29032258064516
2023-04-01,50.516129032258064
2023-04-02,52.25806451612903
2023-04-03,48.774193548387096
2023-04-04,54.0
2023-04-05,52.25806451612903
2023-04-06,52.25806451612903
2023-04-07,47.03225806451613
2023-04-08,52.25806451612903
2023-04-09,67.93548387096774
2023-04-10,55.74193548387097
2023-04-11,52.25806451612903
2023-04-12,52.25806451612903
2023-04-13,55.74193548387097
2023-04-14,54.0
2023-04-15,50.516129032258064
2023-04-16,54.0
2023-04-17,54.0
2023-04-18,52.25806451612903
2023-04-19,52.25806451612903
2023-04-20,48.774193548387096
2023-04-21,48.774193548387096
2023-04-22,50.516129032258064
2023-04-23,55.74193548387097
2023-04-24,55.74193548387097
2023-04-25,54.0
2023-04-26,51.84979838709677
2023-04-27,48.63810483870968
2023-04-28,47.03225806451613
2023-04-29,48.63810483870968
2023-04-30,50.243951612903224
2023-05-01,52.58467741935483
2023-05-02,47.03225806451613
2023-05-03,45.42641129032258
2023-05-04,48.63810483870968
2023-05-05,47.03225806451613
2023-05-06,45.42641129032258
2023-05-07,47.03225806451613
2023-05-08,49.372983870967744
2023-05-09,48.63810483870968
2023-05-10,47.03225806451613
2023-05-11,47.03225806451613
2023-05-12,45.42641129032258
2023-05-13,45.42641129032258
2023-05-14,52.58467741935483
2023-05-15,52.58467741935483
2023-05-16,48.63810483870968
2023-05-17,49.372983870967744
2023-05-18,48.63810483870968
2023-05-19,44.69153225806451
2023-05-20,43.08568548387097
2023-05-21,45.42641129032258
2023-05-22,45.42641129032258
2023-05-23,43.08568548387097
2023-05-24,41.47983870967742
2023-05-25,42.21471774193549
2023-05-26,41.153225806451616
2023-05-27,47.03225806451613
2023-05-28,49.971774193548384
2023-05-29,51.44153225806451
2023-05-30,47.03225806451613
2023-05-31,41.153225806451616
2023-06-01,41.153225806451616
2023-06-02,44.09274193548387
2023-06-03,45.5625
2023-06-04,48.502016129032256
2023-06-05,39.68346774193548
2023-06-06,39.68346774193548
2023-06-07,39.68346774193548
2023-06-08,38.21370967741935
2023-06-09,38.21370967741935
2023-06-10,42.622983870967744
2023-06-11,47.03225806451613
2023-06-12,44.09274193548387
2023-06-13,39.68346774193548
2023-06-14,41.153225806451616
2023-06-15,39.68346774193548
2023-06-16,39.68346774193548
2023-06-17,44.09274193548387
2023-06-18,54.381048387096776
2023-06-19,45.5625
2023-06-20,42.622983870967744
2023-06-21,45.5625
2023-06-22,41.153225806451616
2023-06-23,39.68346774193548
2023-06-24,44.09274193548387
2023-06-25,52.91129032258064
2023-06-26,47.03225806451613
2023-06-27,44.09274193548387
2023-06-28,44.09274193548387
2023-06-29,44.09274193548387
2023-06-30,44.09274193548387
2023-07-01,54.381048387096776
2023-07-02,58.79032258064516
2023-07-03,52.91129032258064
2023-07-04,61.729838709677416
2023-07-05,49.971774193548384
2023-07-06,49.971774193548384
2023-07-07,47.03225806451613
2023-07-08,49.971774193548384
2023-07-09,47.03225806451613
2023-07-10,41.153225806451616
2023-07-11,42.622983870967744
2023-07-12,44.09274193548387
2023-07-13,48.502016129032256
2023-07-14,49.971774193548384
2023-07-15,55.850806451612904
2023-07-16,61.729838709677416
2023-07-17,60.26008064516129
2023-07-18,52.91129032258064
2023-07-19,49.971774193548384
2023-07-20,47.03225806451613
2023-07-21,47.03225806451613
2023-07-22,49.971774193548384
2023-07-23,54.381048387096776
2023-07-24,47.03225806451613
2023-07-25,48.502016129032256
2023-07-26,52.91129032258064
2023-07-27,51.44153225806451
2023-07-28,54.381048387096776
2023-07-29,52.91129032258064
2023-07-30,49.971774193548384
2023-07-31,41.153225806451616
2023-08-01,41.153225806451616
2023-08-02,42.622983870967744
2023-08-03,39.68346774193548
2023-08-04,39.68346774193548
2023-08-05,42.622983870967744
2023-08-06,49.971774193548384
2023-08-07,41.153225806451616
2023-08-08,41.153225806451616
2023-08-09,38.21370967741935
2023-08-10,38.21370967741935
2023-08-11,39.68346774193548
2023-08-12,44.09274193548387
2023-08-13,48.502016129032256
2023-08-14,44.09274193548387
2023-08-15,44.09274193548387
2023-08-16,42.622983870967744
2023-08-17,44.09274193548387
2023-08-18,39.68346774193548
2023-08-19,45.5625
2023-08-20,49.971774193548384
2023-08-21,48.502016129032256
2023-08-22,47.03225806451613
2023-08-23,52.91129032258064
2023-08-24,49.971774193548384
2023-08-25,47.03225806451613
2023-08-26,44.09274193548387
2023-08-27,48.502016129032256
2023-08-28,47.03225806451613
2023-08-29,44.09274193548387
2023-08-30,44.09274193548387
2023-08-31,42.622983870967744
2023-09-01,39.68346774193548
2023-09-02,42.622983870967744
2023-09-03,47.03225806451613
2023-09-04,49.971774193548384
2023-09-05,47.03225806451613
2023-09-06,49.971774193548384
2023-09-07,45.5625
2023-09-08,44.09274193548387
2023-09-09,42.622983870967744
2023-09-10,42.622983870967744
2023-09-11,47.03225806451613
2023-09-12,44.09274193548387
2023-09-13,44.09274193548387
2023-09-14,44.09274193548387
2023-09-15,42.622983870967744
2023-09-16,41.153225806451616
2023-09-17,41.153225806451616
2023-09-18,47.03225806451613
2023-09-19,44.09274193548387
2023-09-20,44.09274193548387
2023-09-21,44.09274193548387
2023-09-22,41.153225806451616
2023-09-23,39.68346774193548
2023-09-24,45.5625
2023-09-25,45.5625
2023-09-26,44.09274193548387
2023-09-27,45.5625
2023-09-28,44.09274193548387
2023-09-29,41.153225806451616
2023-09-30,39.68346774193548
2023-10-01,42.622983870967744
2023-10-02,44.09274193548387
2023-10-03,47.03225806451613
2023-10-04,44.09274193548387
2023-10-05,47.03225806451613
2023-10-06,45.5625
2023-10-07,48.502016129032256
2023-10-08,55.850806451612904
2023-10-09,52.91129032258064
2023-10-10,48.502016129032256
2023-10-11,47.03225806451613
2023-10-12,47.03225806451613
2023-10-13,44.09274193548387
2023-10-14,42.622983870967744
2023-10-15,48.502016129032256
2023-10-16,52.91129032258064
2023-10-17,48.502016129032256
2023-10-18,47.03225806451613
2023-10-19,47.03225806451613
2023-10-20,44.09274193548387
2023-10-21,41.153225806451616
2023-10-22,45.5625
2023-10-23,48.502016129032256
2023-10-24,49.971774193548384
2023-10-25,45.5625
2023-10-26,47.03225806451613
2023-10-27,45.5625
2023-10-28,45.5625
2023-10-29,52.91129032258064
2023-10-30,58.79032258064516
2023-10-31,58.79032258064516
2023-11-01,60.26008064516129
2023-11-02,60.26008064516129
2023-11-03,48.502016129032256
2023-11-04,44.09274193548387
2023-11-05,44.09274193548387
2023-11-06,51.44153225806451
2023-11-07,45.5625
2023-11-08,47.03225806451613
2023-11-09,47.03225806451613
2023-11-10,45.5625
2023-11-11,45.5625
2023-11-12,48.502016129032256
2023-11-13,51.44153225806451
2023-11-14,48.502016129032256
2023-11-15,51.44153225806451
2023-11-16,47.03225806451613
2023-11-17,45.5625
2023-11-18,48.502016129032256
2023-11-19,51.44153225806451
2023-11-20,49.971774193548384
2023-11-21,51.44153225806451
2023-11-22,55.850806451612904
2023-11-23,146.9758064516129
2023-11-24,52.91129032258064
2023-11-25,52.91129032258064
2023-11-26,55.850806451612904
2023-11-27,57.32056451612903
2023-11-28,60.26008064516129
2023-11-29,63.199596774193544
2023-11-30,52.91129032258064
2023-12-01,48.502016129032256
2023-12-02,44.09274193548387
2023-12-03,45.5625
2023-12-04,49.971774193548384
2023-12-05,48.502016129032256
2023-12-06,51.44153225806451
2023-12-07,51.44153225806451
2023-12-08,48.502016129032256
2023-12-09,44.09274193548387
2023-12-10,54.381048387096776
2023-12-11,54.381048387096776
2023-12-12,52.91129032258064
2023-12-13,49.971774193548384
2023-12-14,49.971774193548384
2023-12-15,45.5625
2023-12-16,42.622983870967744
2023-12-17,45.5625
2023-12-18,48.502016129032256
2023-12-19,51.44153225806451
2023-12-20,47.03225806451613
2023-12-21,45.5625
2023-12-22,43.590546697038725
2023-12-23,50.39696616209861
2023-12-24,66.21444218899258
2023-12-25,86.44621436181939
2023-12-26,45.98267001616577
2023-12-27,45.43025525387611
2023-12-28,42.85566766478066
2023-12-29,44.14296145932839
2023-12-30,45.98267001616577
2023-12-31,52.97155375119406
2024-01-01,59.96043748622235
2024-01-02,47.2699638107135
2024-01-03,49.84455139980895
2024-01-04,51.684259956646336
2024-01-05,49.84455139980895
2024-01-06,50.39696616209861
2024-01-07,52.4191389889044
2024-01-08,52.97155375119406
2024-01-09,57.3858498971269
2024-01-10,56.098556102579174
2024-01-11,56.83343513483724
2024-01-12,61.80014604305974
2024-01-13,80.74462442133881
2024-01-14,110.35740364832097
2024-01-15,102.816105151003
2024-01-16,93.43509809684767
2024-01-17,90.86051050775222
2024-01-18,68.78902977808804
2024-01-19,63.08743983760746
2024-01-20,76.33032827540598
2024-01-21,78.44289624513189
2024-01-22,67.39460099933868
2024-01-23,56.346305753545444
2024-01-24,55.24147622896612
2024-01-25,49.717328606069515
2024-01-26,46.40284003233155
2024-01-27,43.08835145859358
2024-01-28,47.50766955691087
2024-01-29,48.61249908149019
2024-01-30,51.92698765522816
2024-01-31,48.61249908149019
2024-02-01,46.40284003233155
2024-02-02,46.40284003233155
2024-02-03,43.08835145859358
2024-02-04,46.40284003233155
2024-02-05,49.717328606069515
2024-02-06,46.40284003233155
2024-02-07,46.40284003233155
2024-02-08,48.61249908149019
2024-02-09,45.298010507752224
2024-02-10,44.1931809831729
2024-02-11,49.717328606069515
2024-02-12,45.298010507752224
2024-02-13,49.717328606069515
2024-02-14,48.61249908149019
2024-02-15,48.61249908149019
2024-02-16,44.1931809831729
2024-02-17,43.08835145859358
2024-02-18,48.61249908149019
2024-02-19,47.50766955691087
2024-02-20,49.717328606069515
2024-02-21,48.61249908149019
2024-02-22,47.50766955691087
2024-02-23,43.08835145859358
2024-02-24,40.87869240943493
2024-02-25,49.717328606069515
2024-02-26,51.92698765522816
2024-02-27,54.1366467043868
2024-02-28,50.82215813064884
2024-02-29,50.82215813064884
2024-03-01,44.1931809831729
2024-03-02,44.1931809831729
2024-03-03,47.50766955691087
2024-03-04,48.61249908149019
2024-03-05,46.40284003233155
2024-03-06,43.08835145859358
2024-03-07,44.1931809831729
2024-03-08,38.66903336027629
2024-03-09,39.77386288485561
2024-03-10,44.1931809831729
2024-03-11,45.298010507752224
2024-03-12,44.1931809831729
2024-03-13,43.08835145859358
2024-03-14,45.298010507752224
2024-03-15,40.87869240943493
2024-03-16,41.983521934014256
2024-03-17,46.40284003233155
2024-03-18,47.50766955691087
2024-03-19,48.61249908149019
2024-03-20,46.40284003233155
2024-03-21,46.40284003233155
2024-03-22,39.77386288485561
2024-03-23,39.77386288485561
2024-03-24,46.40284003233155
2024-03-25,47.50766955691087
2024-03-26,43.08835145859358
2024-03-27,41.983521934014256
2024-03-28,39.77386288485561
2024-03-29,38.66903336027629
2024-03-30,44.1931809831729
2024-03-31,56.346305753545444
2024-04-01,43.08835145859358
2024-04-02,43.08835145859358
2024-04-03,43.08835145859358
2024-04-04,41.983521934014256
2024-04-05,43.08835145859358
2024-04-06,40.87869240943493
2024-04-07,43.08835145859358
2024-04-08,46.40284003233155
2024-04-09,46.40284003233155
2024-04-10,45.298010507752224
2024-04-11,44.1931809831729
2024-04-12,43.08835145859358
2024-04-13,40.87869240943493
2024-04-14,45.298010507752224
2024-04-15,49.717328606069515
2024-04-16,47.50766955691087
2024-04-17,43.08835145859358
2024-04-18,44.1931809831729
2024-04-19,45.298010507752224
2024-04-20,43.08835145859358
2024-04-21,49.717328606069515
2024-04-22,53.031817179807476
2024-04-23,47.50766955691087
2024-04-24,47.50766955691087
2024-04-25,46.40284003233155
2024-04-26,41.983521934014256
2024-04-27,40.87869240943493
2024-04-28,48.61249908149019
2024-04-29,49.717328606069515
2024-04-30,46.40284003233155
2024-05-01,44.1931809831729
2024-05-02,43.08835145859358
2024-05-03,43.08835145859358
2024-05-04,37.564203835696965
2024-05-05,40.87869240943493
2024-05-06,40.87869240943493
2024-05-07,43.08835145859358
2024-05-08,43.08835145859358
2024-05-09,44.1931809831729
2024-05-10,39.77386288485561
2024-05-11,39.77386288485561
2024-05-12,44.1931809831729
2024-05-13,44.1931809831729
2024-05-14,41.983521934014256
2024-05-15,39.77386288485561
2024-05-16,40.87869240943493
2024-05-17,38.66903336027629
2024-05-18,38.66903336027629
2024-05-19,43.08835145859358
2024-05-20,41.983521934014256
2024-05-21,40.87869240943493
2024-05-22,41.983521934014256
2024-05-23,40.87869240943493
2024-05-24,39.77386288485561
2024-05-25,41.983521934014256
2024-05-26,44.1931809831729
2024-05-27,46.40284003233155
2024-05-28,40.87869240943493
2024-05-29,39.77386288485561
2024-05-30,39.77386288485561
2024-05-31,37.564203835696965
2024-06-01,38.66903336027629
2024-06-02,41.983521934014256
2024-06-03,36.45937431111764
2024-06-04,38.66903336027629
2024-06-05,43.08835145859358
2024-06-06,41.983521934014256
2024-06-07,37.564203835696965
2024-06-08,41.983521934014256
2024-06-09,44.1931809831729
2024-06-10,38.66903336027629
2024-06-11,37.564203835696965
2024-06-12,39.77386288485561
2024-06-13,38.66903336027629
2024-06-14,37.564203835696965
2024-06-15,41.983521934014256
2024-06-16,49.717328606069515
2024-06-17,46.40284003233155
2024-06-18,46.40284003233155
2024-06-19,45.298010507752224
2024-06-20,43.08835145859358
2024-06-21,44.1931809831729
2024-06-22,53.031817179807476
2024-06-23,54.1366467043868
2024-06-24,49.717328606069515
2024-06-25,45.298010507752224
2024-06-26,40.87869240943493
2024-06-27,38.66903336027629
2024-06-28,36.45937431111764
2024-06-29,41.983521934014256
2024-06-30,45.298010507752224
2024-07-01,39.77386288485561
2024-07-02,41.983521934014256
2024-07-03,44.1931809831729
2024-07-04,59.66079432728341
2024-07-05,48.61249908149019
2024-07-06,54.1366467043868
2024-07-07,56.346305753545444
2024-07-08,53.031817179807476
2024-07-09,50.82215813064884
2024-07-10,49.717328606069515
2024-07-11,46.40284003233155
2024-07-12,44.1931809831729
2024-07-13,45.298010507752224
2024-07-14,45.298010507752224
2024-07-15,43.08835145859358
2024-07-16,44.1931809831729
2024-07-17,41.983521934014256
2024-07-18,38.66903336027629
2024-07-19,36.45937431111764
2024-07-20,39.77386288485561
2024-07-21,44.1931809831729
2024-07-22,37.564203835696965
2024-07-23,37.564203835696965
2024-07-24,36.45937431111764
2024-07-25,36.45937431111764
2024-07-26,36.45937431111764
2024-07-27,38.66903336027629
2024-07-28,40.87869240943493
2024-07-29,35.35454478653832
2024-07-30,38.66903336027629
2024-07-31,37.564203835696965
2024-08-01,39.77386288485561
2024-08-02,37.564203835696965
2024-08-03,41.983521934014256
2024-08-04,43.08835145859358
2024-08-05,38.66903336027629
2024-08-06,35.35454478653832
2024-08-07,36.45937431111764
2024-08-08,35.35454478653832
2024-08-09,34.249715261959
2024-08-10,38.66903336027629
2024-08-11,39.77386288485561
2024-08-12,38.66903336027629
2024-08-13,35.35454478653832
2024-08-14,36.45937431111764
2024-08-15,34.249715261959
2024-08-16,34.249715261959
2024-08-17,40.87869240943493
2024-08-18,39.77386288485561
2024-08-19,36.643512565214195
2024-08-20,39.77386288485561
2024-08-21,39.77386288485561
2024-08-22,38.484895106179735
2024-08-23,37.93248034389007
2024-08-24,39.77386288485561
2024-08-25,44.193180983172894
2024-08-26,42.904213204497026
2024-08-27,42.904213204497026
2024-08-28,44.193180983172894
2024-08-29,42.35179844220736
2024-08-30,42.904213204497026
2024-08-31,39.77386288485561
2024-09-01,42.904213204497026
2024-09-02,44.193180983172894
2024-09-03,43.640766220883236
2024-09-04,42.904213204497026
2024-09-05,46.034563524138434
2024-09-06,47.32353130281432
2024-09-07,44.74559574546256
2024-09-08,50.453881622455725
2024-09-09,49.16491384377985
2024-09-10,44.193180983172894
2024-09-11,39.77386288485561
2024-09-12,42.35179844220736
2024-09-13,39.77386288485561
2024-09-14,39.77386288485561
2024-09-15,39.77386288485561
2024-09-16,42.904213204497026
2024-09-17,44.193180983172894
2024-09-18,42.720074950400466
2024-09-19,39.77386288485561
2024-09-20,39.77386288485561
2024-09-21,38.300756852083175
2024-09-22,41.24696891762804
2024-09-23,45.66628701594533
2024-09-24,42.720074950400466
2024-09-25,41.24696891762804
2024-09-26,39.77386288485561
2024-09-27,38.300756852083175
2024-09-28,38.300756852083175
2024-09-29,39.77386288485561
2024-09-30,42.720074950400466
2024-10-01,42.720074950400466
2024-10-02,44.193180983172894
2024-10-03,44.193180983172894
2024-10-04,41.24696891762804
2024-10-05,38.300756852083175
