Time,sonic
2022-06-05,44.0
2022-06-06,33.0
2022-06-07,32.0
2022-06-08,31.0
2022-06-09,31.0
2022-06-10,35.0
2022-06-11,38.0
2022-06-12,40.0
2022-06-13,29.0
2022-06-14,28.0
2022-06-15,30.0
2022-06-16,31.0
2022-06-17,29.0
2022-06-18,34.0
2022-06-19,34.0
2022-06-20,28.0
2022-06-21,27.0
2022-06-22,29.0
2022-06-23,30.0
2022-06-24,30.0
2022-06-25,35.0
2022-06-26,34.0
2022-06-27,28.0
2022-06-28,27.0
2022-06-29,27.0
2022-06-30,27.0
2022-07-01,28.0
2022-07-02,31.0
2022-07-03,32.0
2022-07-04,33.0
2022-07-05,27.0
2022-07-06,24.0
2022-07-07,24.0
2022-07-08,25.0
2022-07-09,30.0
2022-07-10,33.0
2022-07-11,25.0
2022-07-12,24.0
2022-07-13,24.0
2022-07-14,24.0
2022-07-15,25.0
2022-07-16,29.0
2022-07-17,30.0
2022-07-18,24.0
2022-07-19,24.0
2022-07-20,25.0
2022-07-21,27.0
2022-07-22,26.0
2022-07-23,28.0
2022-07-24,30.0
2022-07-25,24.0
2022-07-26,24.0
2022-07-27,22.0
2022-07-28,24.0
2022-07-29,26.0
2022-07-30,26.0
2022-07-31,28.0
2022-08-01,23.0
2022-08-02,22.0
2022-08-03,22.0
2022-08-04,22.0
2022-08-05,23.0
2022-08-06,28.0
2022-08-07,28.0
2022-08-08,23.0
2022-08-09,24.0
2022-08-10,24.0
2022-08-11,23.0
2022-08-12,23.0
2022-08-13,27.0
2022-08-14,29.0
2022-08-15,22.0
2022-08-16,21.0
2022-08-17,21.0
2022-08-18,23.0
2022-08-19,23.0
2022-08-20,28.0
2022-08-21,27.0
2022-08-22,20.0
2022-08-23,21.0
2022-08-24,22.0
2022-08-25,21.0
2022-08-26,22.0
2022-08-27,27.0
2022-08-28,29.0
2022-08-29,20.06441922563418
2022-08-30,18.98097463284379
2022-08-31,19.772696929238986
2022-09-01,19.918558077436582
2022-09-02,21.93958611481976
2022-09-03,25.981642189586115
2022-09-04,25.044058744993322
2022-09-05,26.62750333778371
2022-09-06,17.751668891855807
2022-09-07,17.10580774365821
2022-09-08,17.10580774365821
2022-09-09,18.98097463284379
2022-09-10,23.023030707610147
2022-09-11,22.731308411214954
2022-09-12,17.10580774365821
2022-09-13,17.751668891855807
2022-09-14,18.043391188251
2022-09-15,18.689252336448597
2022-09-16,19.126835781041386
2022-09-17,23.023030707610147
2022-09-18,23.023030707610147
2022-09-19,17.10580774365821
2022-09-20,16.959946595460615
2022-09-21,18.043391188251
2022-09-22,20.710280373831775
2022-09-23,18.835113484646193
2022-09-24,23.023030707610147
2022-09-25,23.81475300400534
2022-09-26,18.835113484646193
2022-09-27,18.189252336448597
2022-09-28,18.086782376502004
2022-09-29,17.503337783711615
2022-09-30,19.253671562082776
2022-10-01,22.17089452603471
2022-10-02,21.87917222963952
2022-10-03,17.211615487316422
2022-10-04,18.67022696929239
2022-10-05,17.795060080106808
2022-10-06,18.086782376502004
2022-10-07,20.128838451268358
2022-10-08,22.7543391188251
2022-10-09,23.62950600801068
2022-10-10,16.91989319092123
2022-10-11,17.503337783711615
2022-10-12,18.086782376502004
2022-10-13,18.961949265687583
2022-10-14,19.253671562082776
2022-10-15,21.87917222963952
2022-10-16,21.295727636849133
2022-10-17,16.91989319092123
2022-10-18,16.044726301735647
2022-10-19,16.91989319092123
2022-10-20,17.211615487316422
2022-10-21,17.795060080106808
2022-10-22,23.62950600801068
2022-10-23,21.00400534045394
2022-10-24,16.628170894526036
2022-10-25,16.33644859813084
2022-10-26,16.33644859813084
2022-10-27,18.086782376502004
2022-10-28,18.378504672897197
2022-10-29,21.295727636849133
2022-10-30,21.295727636849133
2022-10-31,21.00400534045394
2022-11-01,18.378504672897197
2022-11-02,17.211615487316422
2022-11-03,17.795060080106808
2022-11-04,19.253671562082776
2022-11-05,23.046061415220294
2022-11-06,22.7543391188251
2022-11-07,23.046061415220294
2022-11-08,27.71361815754339
2022-11-09,24.50467289719626
2022-11-10,23.921228304405876
2022-11-11,25.088117489986647
2022-11-12,28.005340453938587
2022-11-13,29.172229639519358
2022-11-14,22.7543391188251
2022-11-15,21.587449933244326
2022-11-16,19.253671562082776
2022-11-17,20.712283044058744
2022-11-18,21.00400534045394
2022-11-19,23.62950600801068
2022-11-20,23.046061415220294
2022-11-21,20.128838451268358
2022-11-22,18.961949265687583
2022-11-23,21.00400534045394
2022-11-24,23.337783711615486
2022-11-25,22.17089452603471
2022-11-26,22.462616822429908
2022-11-27,21.587449933244326
2022-11-28,18.086782376502004
2022-11-29,16.91989319092123
2022-11-30,17.211615487316422
2022-12-01,18.961949265687583
2022-12-02,18.67022696929239
2022-12-03,21.295727636849133
2022-12-04,21.295727636849133
2022-12-05,17.503337783711615
2022-12-06,17.211615487316422
2022-12-07,17.795060080106808
2022-12-08,19.253671562082776
2022-12-09,19.253671562082776
2022-12-10,22.17089452603471
2022-12-11,22.17089452603471
2022-12-12,18.378504672897197
2022-12-13,18.086782376502004
2022-12-14,18.378504672897197
2022-12-15,20.42056074766355
2022-12-16,22.462616822429908
2022-12-17,26.255006675567422
2022-12-18,24.50467289719626
2022-12-19,21.295727636849133
2022-12-20,21.587449933244326
2022-12-21,21.87917222963952
2022-12-22,21.87917222963952
2022-12-23,20.42056074766355
2022-12-24,22.7543391188251
2022-12-25,25.96328437917223
2022-12-26,25.379839786381844
2022-12-27,21.587449933244326
2022-12-28,22.462616822429908
2022-12-29,22.17089452603471
2022-12-30,21.295727636849133
2022-12-31,22.7543391188251
2023-01-01,24.796395193591454
2023-01-02,21.87917222963952
2023-01-03,17.211615487316422
2023-01-04,18.086782376502004
2023-01-05,17.503337783711615
2023-01-06,17.503337783711615
2023-01-07,21.87917222963952
2023-01-08,21.87917222963952
2023-01-09,16.91989319092123
2023-01-10,19.837116154873165
2023-01-11,18.086782376502004
2023-01-12,17.503337783711615
2023-01-13,18.961949265687583
2023-01-14,21.295727636849133
2023-01-15,20.712283044058744
2023-01-16,20.128838451268358
2023-01-17,16.91989319092123
2023-01-18,18.67022696929239
2023-01-19,17.211615487316422
2023-01-20,18.086782376502004
2023-01-21,21.00400534045394
2023-01-22,20.712283044058744
2023-01-23,16.91989319092123
2023-01-24,17.211615487316422
2023-01-25,16.33644859813084
2023-01-26,16.33644859813084
2023-01-27,17.503337783711615
2023-01-28,20.42056074766355
2023-01-29,19.837116154873165
2023-01-30,15.753004005340454
2023-01-31,16.628170894526036
2023-02-01,16.33644859813084
2023-02-02,16.33644859813084
2023-02-03,17.211615487316422
2023-02-04,21.295727636849133
2023-02-05,22.462616822429908
2023-02-06,16.628170894526036
2023-02-07,16.91989319092123
2023-02-08,16.91989319092123
2023-02-09,15.461281708945261
2023-02-10,16.91989319092123
2023-02-11,21.00400534045394
2023-02-12,20.128838451268358
2023-02-13,14.002670226969293
2023-02-14,15.753004005340454
2023-02-15,16.33644859813084
2023-02-16,15.753004005340454
2023-02-17,17.503337783711615
2023-02-18,19.545393858477972
2023-02-19,20.712283044058744
2023-02-20,17.795060080106808
2023-02-21,16.044726301735647
2023-02-22,16.91989319092123
2023-02-23,16.33644859813084
2023-02-24,16.33644859813084
2023-02-25,21.00400534045394
2023-02-26,21.87917222963952
2023-02-27,16.628170894526036
2023-02-28,16.044726301735647
2023-03-01,16.91989319092123
2023-03-02,16.628170894526036
2023-03-03,16.91989319092123
2023-03-04,20.42056074766355
2023-03-05,20.712283044058744
2023-03-06,17.503337783711615
2023-03-07,16.33644859813084
2023-03-08,16.33644859813084
2023-03-09,16.628170894526036
2023-03-10,17.211615487316422
2023-03-11,20.128838451268358
2023-03-12,20.712283044058744
2023-03-13,16.628170894526036
2023-03-14,16.044726301735647
2023-03-15,17.795060080106808
2023-03-16,17.795060080106808
2023-03-17,18.378504672897197
2023-03-18,20.42056074766355
2023-03-19,21.00400534045394
2023-03-20,17.211615487316422
2023-03-21,16.91989319092123
2023-03-22,16.91989319092123
2023-03-23,18.67022696929239
2023-03-24,18.67022696929239
2023-03-25,21.295727636849133
2023-03-26,21.87917222963952
2023-03-27,16.044726301735647
2023-03-28,17.211615487316422
2023-03-29,17.503337783711615
2023-03-30,17.211615487316422
2023-03-31,19.545393858477972
2023-04-01,23.62950600801068
2023-04-02,24.796395193591454
2023-04-03,18.086782376502004
2023-04-04,17.795060080106808
2023-04-05,17.795060080106808
2023-04-06,18.086782376502004
2023-04-07,19.253671562082776
2023-04-08,22.17089452603471
2023-04-09,24.21295060080107
2023-04-10,18.67022696929239
2023-04-11,18.086782376502004
2023-04-12,17.503337783711615
2023-04-13,18.086782376502004
2023-04-14,19.545393858477972
2023-04-15,22.462616822429908
2023-04-16,23.62950600801068
2023-04-17,18.67022696929239
2023-04-18,17.211615487316422
2023-04-19,19.253671562082776
2023-04-20,18.378504672897197
2023-04-21,19.253671562082776
2023-04-22,23.62950600801068
2023-04-23,22.17089452603471
2023-04-24,17.795060080106808
2023-04-25,17.211615487316422
2023-04-26,17.680102646253104
2023-04-27,17.834182867414505
2023-04-28,17.834182867414505
2023-04-29,21.579340447920043
2023-04-30,23.824791181630605
2023-05-01,17.080219907535117
2023-05-02,16.93435875933752
2023-05-03,17.234300128696514
2023-05-04,17.534241498055508
2023-05-05,17.680102646253104
2023-05-06,21.27939907856105
2023-05-07,22.625025704194623
2023-05-08,17.9800440156121
2023-05-09,17.38016127689411
2023-05-10,16.634417389978523
2023-05-11,16.634417389978523
2023-05-12,18.134124236773502
2023-05-13,21.72520159611764
2023-05-14,21.27939907856105
2023-05-15,16.93435875933752
2023-05-16,18.73400697549149
2023-05-17,20.37957497048406
2023-05-18,18.134124236773502
2023-05-19,19.479750862407077
2023-05-20,21.579340447920043
2023-05-21,22.479164555997027
2023-05-22,17.9800440156121
2023-05-23,18.134124236773502
2023-05-24,17.680102646253104
2023-05-25,19.333889714209477
2023-05-26,20.33858919330457
2023-05-27,22.803872731886944
2023-05-28,24.036514501178132
2023-05-29,23.728354058855334
2023-05-30,18.489626539367794
2023-05-31,19.105947424013387
2023-06-01,18.79778698169059
2023-06-02,20.030428750981777
2023-06-03,23.112033174209742
2023-06-04,30.507883789956857
2023-06-05,30.816044232279655
2023-06-06,20.954910077950164
2023-06-07,19.72226830865898
2023-06-08,20.64674963562737
2023-06-09,21.57123096259576
2023-06-10,23.112033174209742
2023-06-11,21.879391404918554
2023-06-12,19.105947424013387
2023-06-13,18.489626539367794
2023-06-14,19.105947424013387
2023-06-15,20.030428750981777
2023-06-16,20.030428750981777
2023-06-17,23.728354058855334
2023-06-18,22.803872731886944
2023-06-19,21.26307052027296
2023-06-20,19.105947424013387
2023-06-21,19.41410786633618
2023-06-22,19.105947424013387
2023-06-23,23.420193616532536
2023-06-24,26.193637597437707
2023-06-25,25.88547715511491
2023-06-26,20.64674963562737
2023-06-27,20.64674963562737
2023-06-28,19.41410786633618
2023-06-29,20.030428750981777
2023-06-30,20.954910077950164
2023-07-01,22.803872731886944
2023-07-02,23.112033174209742
2023-07-03,21.879391404918554
2023-07-04,25.269156270469317
2023-07-05,20.33858919330457
2023-07-06,19.105947424013387
2023-07-07,19.72226830865898
2023-07-08,21.879391404918554
2023-07-09,23.420193616532536
2023-07-10,18.489626539367794
2023-07-11,19.105947424013387
2023-07-12,18.489626539367794
2023-07-13,20.64674963562737
2023-07-14,21.26307052027296
2023-07-15,23.728354058855334
2023-07-16,23.420193616532536
2023-07-17,19.105947424013387
2023-07-18,19.105947424013387
2023-07-19,20.33858919330457
2023-07-20,19.72226830865898
2023-07-21,19.41410786633618
2023-07-22,22.803872731886944
2023-07-23,23.420193616532536
2023-07-24,19.41410786633618
2023-07-25,19.105947424013387
2023-07-26,19.41410786633618
2023-07-27,19.105947424013387
2023-07-28,19.72226830865898
2023-07-29,22.803872731886944
2023-07-30,22.18755184724135
2023-07-31,18.79778698169059
2023-08-01,19.72226830865898
2023-08-02,18.489626539367794
2023-08-03,18.79778698169059
2023-08-04,19.105947424013387
2023-08-05,22.495712289564146
2023-08-06,24.652835385823725
2023-08-07,18.79778698169059
2023-08-08,17.8733056547222
2023-08-09,17.565145212399404
2023-08-10,18.181466097044996
2023-08-11,18.79778698169059
2023-08-12,20.954910077950164
2023-08-13,20.954910077950164
2023-08-14,18.489626539367794
2023-08-15,16.94882432775381
2023-08-16,18.79778698169059
2023-08-17,17.256984770076606
2023-08-18,17.565145212399404
2023-08-19,22.803872731886944
2023-08-20,22.18755184724135
2023-08-21,17.256984770076606
2023-08-22,17.565145212399404
2023-08-23,18.489626539367794
2023-08-24,16.94882432775381
2023-08-25,17.256984770076606
2023-08-26,20.954910077950164
2023-08-27,21.879391404918554
2023-08-28,15.716182558462624
2023-08-29,15.408022116139827
2023-08-30,16.02434300078542
2023-08-31,16.332503443108216
2023-09-01,16.94882432775381
2023-09-02,20.33858919330457
2023-09-03,20.33858919330457
2023-09-04,21.26307052027296
2023-09-05,16.332503443108216
2023-09-06,14.791701231494233
2023-09-07,15.099861673817031
2023-09-08,15.716182558462624
2023-09-09,19.41410786633618
2023-09-10,19.105947424013387
2023-09-11,14.483540789171437
2023-09-12,14.483540789171437
2023-09-13,15.099861673817031
2023-09-14,13.867219904525845
2023-09-15,16.02434300078542
2023-09-16,19.105947424013387
2023-09-17,18.489626539367794
2023-09-18,15.408022116139827
2023-09-19,15.099861673817031
2023-09-20,16.02434300078542
2023-09-21,16.640663885431014
2023-09-22,16.332503443108216
2023-09-23,19.41410786633618
2023-09-24,18.79778698169059
2023-09-25,15.408022116139827
2023-09-26,15.099861673817031
2023-09-27,15.099861673817031
2023-09-28,17.256984770076606
2023-09-29,19.41410786633618
2023-09-30,21.879391404918554
2023-10-01,20.954910077950164
2023-10-02,16.02434300078542
2023-10-03,16.02434300078542
2023-10-04,16.332503443108216
2023-10-05,16.94882432775381
2023-10-06,16.94882432775381
2023-10-07,19.105947424013387
2023-10-08,19.41410786633618
2023-10-09,16.02434300078542
2023-10-10,15.716182558462624
2023-10-11,15.716182558462624
2023-10-12,16.332503443108216
2023-10-13,16.640663885431014
2023-10-14,19.41410786633618
2023-10-15,19.41410786633618
2023-10-16,16.02434300078542
2023-10-17,18.181466097044996
2023-10-18,17.8733056547222
2023-10-19,17.565145212399404
2023-10-20,17.256984770076606
2023-10-21,20.030428750981777
2023-10-22,19.72226830865898
2023-10-23,15.716182558462624
2023-10-24,14.791701231494233
2023-10-25,15.099861673817031
2023-10-26,15.099861673817031
2023-10-27,15.716182558462624
2023-10-28,18.181466097044996
2023-10-29,17.8733056547222
2023-10-30,14.791701231494233
2023-10-31,17.8733056547222
2023-11-01,16.02434300078542
2023-11-02,14.175380346848641
2023-11-03,14.791701231494233
2023-11-04,19.41410786633618
2023-11-05,17.565145212399404
2023-11-06,14.175380346848641
2023-11-07,14.483540789171437
2023-11-08,15.099861673817031
2023-11-09,15.716182558462624
2023-11-10,15.408022116139827
2023-11-11,17.8733056547222
2023-11-12,17.8733056547222
2023-11-13,13.867219904525845
2023-11-14,12.942738577557455
2023-11-15,14.791701231494233
2023-11-16,15.408022116139827
2023-11-17,16.02434300078542
2023-11-18,17.565145212399404
2023-11-19,17.8733056547222
2023-11-20,15.099861673817031
2023-11-21,15.408022116139827
2023-11-22,15.716182558462624
2023-11-23,19.41410786633618
2023-11-24,17.565145212399404
2023-11-25,17.565145212399404
2023-11-26,17.8733056547222
2023-11-27,15.716182558462624
2023-11-28,15.099861673817031
2023-11-29,16.332503443108216
2023-11-30,16.02434300078542
2023-12-01,16.640663885431014
2023-12-02,17.565145212399404
2023-12-03,22.803872731886944
2023-12-04,16.640663885431014
2023-12-05,16.640663885431014
2023-12-06,16.02434300078542
2023-12-07,16.332503443108216
2023-12-08,16.332503443108216
2023-12-09,18.79778698169059
2023-12-10,19.72226830865898
2023-12-11,15.408022116139827
2023-12-12,16.02434300078542
2023-12-13,15.716182558462624
2023-12-14,16.02434300078542
2023-12-15,16.640663885431014
2023-12-16,18.79778698169059
2023-12-17,19.41410786633618
2023-12-18,16.332503443108216
2023-12-19,15.716182558462624
2023-12-20,16.640663885431014
2023-12-21,18.489626539367794
2023-12-22,17.256984770076606
2023-12-23,19.72226830865898
2023-12-24,19.72226830865898
2023-12-25,22.495712289564146
2023-12-26,18.181466097044996
2023-12-27,17.256984770076606
2023-12-28,16.94882432775381
2023-12-29,17.565145212399404
2023-12-30,18.489626539367794
2023-12-31,18.79778698169059
2024-01-01,20.184508972143174
2024-01-02,15.562102337301226
2024-01-03,16.640663885431014
2024-01-04,15.870262779624023
2024-01-05,15.408022116139827
2024-01-06,18.489626539367794
2024-01-07,18.64370676052919
2024-01-08,14.945781452655632
2024-01-09,13.867219904525845
2024-01-10,14.945781452655632
2024-01-11,17.256984770076606
2024-01-12,17.565145212399404
2024-01-13,19.41410786633618
2024-01-14,18.489626539367794
2024-01-15,16.02434300078542
2024-01-16,15.099861673817031
2024-01-17,16.17842322194682
2024-01-18,16.02434300078542
2024-01-19,15.716182558462624
2024-01-20,18.79778698169059
2024-01-21,18.489626539367794
2024-01-22,15.099861673817031
2024-01-23,15.408022116139827
2024-01-24,16.02434300078542
2024-01-25,15.408022116139827
2024-01-26,15.716182558462624
2024-01-27,19.41410786633618
2024-01-28,19.105947424013387
2024-01-29,15.716182558462624
2024-01-30,16.640663885431014
2024-01-31,17.256984770076606
2024-02-01,20.030428750981777
2024-02-02,21.879391404918554
2024-02-03,25.269156270469317
2024-02-04,21.879391404918554
2024-02-05,17.8733056547222
2024-02-06,16.94882432775381
2024-02-07,16.02434300078542
2024-02-08,20.030428750981777
2024-02-09,20.33858919330457
2024-02-10,22.495712289564146
2024-02-11,21.26307052027296
2024-02-12,17.8733056547222
2024-02-13,16.94882432775381
2024-02-14,16.02434300078542
2024-02-15,16.332503443108216
2024-02-16,18.181466097044996
2024-02-17,20.954910077950164
2024-02-18,21.26307052027296
2024-02-19,18.79778698169059
2024-02-20,16.332503443108216
2024-02-21,16.640663885431014
2024-02-22,16.332503443108216
2024-02-23,16.640663885431014
2024-02-24,20.64674963562737
2024-02-25,21.57123096259576
2024-02-26,16.640663885431014
2024-02-27,15.408022116139827
2024-02-28,16.332503443108216
2024-02-29,16.640663885431014
2024-03-01,16.640663885431014
2024-03-02,20.33858919330457
2024-03-03,21.57123096259576
2024-03-04,16.94882432775381
2024-03-05,15.716182558462624
2024-03-06,15.716182558462624
2024-03-07,15.408022116139827
2024-03-08,16.02434300078542
2024-03-09,19.41410786633618
2024-03-10,19.41410786633618
2024-03-11,16.02434300078542
2024-03-12,16.02434300078542
2024-03-13,17.565145212399404
2024-03-14,16.640663885431014
2024-03-15,16.94882432775381
2024-03-16,20.954910077950164
2024-03-17,20.64674963562737
2024-03-18,15.716182558462624
2024-03-19,15.408022116139827
2024-03-20,16.640663885431014
2024-03-21,15.716182558462624
2024-03-22,16.94882432775381
2024-03-23,20.33858919330457
2024-03-24,21.57123096259576
2024-03-25,16.640663885431014
2024-03-26,16.94882432775381
2024-03-27,16.94882432775381
2024-03-28,17.8733056547222
2024-03-29,18.489626539367794
2024-03-30,20.030428750981777
2024-03-31,23.112033174209742
2024-04-01,18.489626539367794
2024-04-02,17.565145212399404
2024-04-03,16.640663885431014
2024-04-04,17.256984770076606
2024-04-05,19.105947424013387
2024-04-06,22.18755184724135
2024-04-07,27.118118924406097
2024-04-08,29.583402462988467
2024-04-09,15.408022116139827
2024-04-10,17.256984770076606
2024-04-11,16.332503443108216
2024-04-12,18.489626539367794
2024-04-13,20.954910077950164
2024-04-14,21.879391404918554
2024-04-15,19.105947424013387
2024-04-16,21.57123096259576
2024-04-17,20.33858919330457
2024-04-18,17.8733056547222
2024-04-19,17.565145212399404
2024-04-20,22.18755184724135
2024-04-21,23.112033174209742
2024-04-22,17.8733056547222
2024-04-23,17.565145212399404
2024-04-24,17.256984770076606
2024-04-25,16.94882432775381
2024-04-26,18.489626539367794
2024-04-27,24.344674943500927
2024-04-28,24.96099582814652
2024-04-29,19.72226830865898
2024-04-30,18.489626539367794
2024-05-01,17.8733056547222
2024-05-02,18.181466097044996
2024-05-03,18.79778698169059
2024-05-04,21.879391404918554
2024-05-05,22.495712289564146
2024-05-06,18.489626539367794
2024-05-07,17.8733056547222
2024-05-08,18.489626539367794
2024-05-09,18.489626539367794
2024-05-10,19.41410786633618
2024-05-11,22.803872731886944
2024-05-12,23.420193616532536
2024-05-13,19.105947424013387
2024-05-14,17.8733056547222
2024-05-15,18.489626539367794
2024-05-16,19.105947424013387
2024-05-17,19.41410786633618
2024-05-18,23.420193616532536
2024-05-19,24.344674943500927
2024-05-20,18.79778698169059
2024-05-21,17.565145212399404
2024-05-22,17.256984770076606
2024-05-23,18.79778698169059
2024-05-24,19.72226830865898
2024-05-25,22.18755184724135
2024-05-26,22.18755184724135
2024-05-27,22.18755184724135
2024-05-28,18.181466097044996
2024-05-29,17.565145212399404
2024-05-30,18.79778698169059
2024-05-31,19.105947424013387
2024-06-01,21.879391404918554
2024-06-02,21.879391404918554
2024-06-03,17.8733056547222
2024-06-04,17.8733056547222
2024-06-05,18.79778698169059
2024-06-06,19.105947424013387
2024-06-07,20.954910077950164
2024-06-08,24.652835385823725
2024-06-09,22.495712289564146
2024-06-10,18.79778698169059
2024-06-11,19.105947424013387
2024-06-12,19.41410786633618
2024-06-13,20.030428750981777
2024-06-14,18.79778698169059
2024-06-15,22.803872731886944
2024-06-16,22.803872731886944
2024-06-17,18.79778698169059
2024-06-18,17.8733056547222
2024-06-19,18.489626539367794
2024-06-20,17.565145212399404
2024-06-21,19.72226830865898
2024-06-22,22.18755184724135
2024-06-23,23.420193616532536
2024-06-24,19.105947424013387
2024-06-25,18.181466097044996
2024-06-26,17.8733056547222
2024-06-27,19.105947424013387
2024-06-28,18.489626539367794
2024-06-29,21.879391404918554
2024-06-30,22.495712289564146
2024-07-01,19.72226830865898
2024-07-02,19.105947424013387
2024-07-03,18.79778698169059
2024-07-04,23.728354058855334
2024-07-05,21.26307052027296
2024-07-06,22.18755184724135
2024-07-07,22.18755184724135
2024-07-08,18.489626539367794
2024-07-09,18.489626539367794
2024-07-10,17.8733056547222
2024-07-11,18.181466097044996
2024-07-12,19.41410786633618
2024-07-13,21.879391404918554
2024-07-14,20.33858919330457
2024-07-15,17.256984770076606
2024-07-16,18.489626539367794
2024-07-17,19.41410786633618
2024-07-18,17.8733056547222
2024-07-19,17.8733056547222
2024-07-20,19.72226830865898
2024-07-21,20.64674963562737
2024-07-22,17.256984770076606
2024-07-23,17.256984770076606
2024-07-24,16.02434300078542
2024-07-25,17.565145212399404
2024-07-26,17.8733056547222
2024-07-27,20.030428750981777
2024-07-28,20.954910077950164
2024-07-29,17.256984770076606
2024-07-30,17.256984770076606
2024-07-31,18.489626539367794
2024-08-01,17.256984770076606
2024-08-02,16.94882432775381
2024-08-03,20.33858919330457
2024-08-04,22.18755184724135
2024-08-05,16.640663885431014
2024-08-06,16.94882432775381
2024-08-07,16.94882432775381
2024-08-08,16.640663885431014
2024-08-09,17.256984770076606
2024-08-10,20.33858919330457
2024-08-11,22.18755184724135
2024-08-12,17.256984770076606
2024-08-13,16.02434300078542
2024-08-14,16.332503443108216
2024-08-15,16.332503443108216
2024-08-16,17.256984770076606
2024-08-17,21.57123096259576
2024-08-18,21.52720804226393
2024-08-19,16.237120449055922
2024-08-20,16.79474410659241
2024-08-21,16.237120449055922
2024-08-22,16.94882432775381
2024-08-23,16.94882432775381
2024-08-24,20.815504163566047
2024-08-25,22.701152584446014
2024-08-26,17.10290454891521
2024-08-27,30.588592477231877
2024-08-28,28.29940061997682
2024-08-29,24.836264220539675
2024-08-30,24.836264220539675
2024-08-31,27.99124017765402
2024-09-01,30.742672698393278
2024-09-02,29.011104498674705
2024-09-03,20.96958438472744
2024-09-04,20.257880506029554
2024-09-05,20.257880506029554
2024-09-06,20.103800284868157
2024-09-07,26.56783242025825
2024-09-08,25.85612854156036
2024-09-09,21.68128826342533
2024-09-10,18.68039252747238
2024-09-11,18.372232085149584
2024-09-12,19.392096406170268
2024-09-13,19.392096406170268
2024-09-14,24.836264220539675
2024-09-15,23.4128564631439
2024-09-16,19.392096406170268
2024-09-17,17.755911200503995
2024-09-18,20.177171818754537
2024-09-19,20.98425869150472
2024-09-20,20.98425869150472
2024-09-21,25.82677992800581
2024-09-22,24.212606182505446
