Time,petsmart
2024-09-24,39.947991387080975
2024-09-25,46.47011242986971
2024-09-26,42.39378677812675
2024-09-27,44.83958216917252
2024-09-28,55.43802886370421
2024-09-29,56.253293994052804
2024-09-30,43.209051908475345
2024-10-01,40.76325651742957
2024-10-02,43.209051908475345
2024-10-03,39.947991387080975
2024-10-04,48.10064269056689
2024-10-05,54.622763733355626
2024-10-06,57.88382425474999
2024-10-07,42.39378677812675
2024-10-08,42.39378677812675
2024-10-09,38.3174611263838
2024-10-10,40.76325651742957
2024-10-11,50.54643808161266
2024-10-12,57.88382425474999
2024-10-13,63.59068016719013
2024-10-14,47.2853775602183
2024-10-15,41.57852164777816
2024-10-16,38.3174611263838
2024-10-17,39.13272625673238
2024-10-18,44.02431703882394
2024-10-19,51.361703211961256
2024-10-20,55.43802886370421
2024-10-21,39.13272625673238
2024-10-22,39.13272625673238
2024-10-23,41.57852164777816
2024-10-24,39.947991387080975
2024-10-25,44.02431703882394
2024-10-26,50.54643808161266
2024-10-27,53.80749860300703
2024-10-28,41.57852164777816
2024-10-29,37.502195996035205
2024-10-30,37.502195996035205
2024-10-31,39.13272625673238
2024-11-01,46.47011242986971
2024-11-02,58.69908938509858
2024-11-03,61.14488477614435
2024-11-04,40.76325651742957
2024-11-05,35.87166573533802
2024-11-06,26.088484171154924
2024-11-07,38.3174611263838
2024-11-08,41.57852164777816
2024-11-09,56.253293994052804
2024-11-10,56.253293994052804
2024-11-11,45.654847299521116
2024-11-12,38.3174611263838
2024-11-13,37.502195996035205
2024-11-14,38.3174611263838
2024-11-15,41.57852164777816
2024-11-16,51.361703211961256
2024-11-17,59.514354515447174
2024-11-18,41.57852164777816
2024-11-19,43.209051908475345
2024-11-20,41.57852164777816
2024-11-21,39.947991387080975
2024-11-22,43.209051908475345
2024-11-23,61.14488477614435
2024-11-24,61.14488477614435
2024-11-25,49.73117295126407
2024-11-26,46.47011242986971
2024-11-27,52.17696834230985
2024-11-28,55.43802886370421
2024-11-29,75.00439199207041
2024-11-30,66.8517406885845
2024-12-01,60.32961964579576
2024-12-02,44.83958216917252
2024-12-03,43.209051908475345
2024-12-04,39.13272625673238
2024-12-05,37.502195996035205
2024-12-06,44.02431703882394
2024-12-07,55.43802886370421
2024-12-08,57.88382425474999
2024-12-09,41.57852164777816
2024-12-10,39.947991387080975
2024-12-11,39.13272625673238
2024-12-12,42.39378677812675
2024-12-13,48.10064269056689
2024-12-14,61.14488477614435
2024-12-15,69.29753607963026
2024-12-16,48.915907820915486
2024-12-17,44.83958216917252
2024-12-18,46.47011242986971
2024-12-19,48.915907820915486
2024-12-20,54.622763733355626
2024-12-21,72.55859660102463
2024-12-22,65.22121042788731
2024-12-23,68.48227094928167
2024-12-24,81.52651303485914
2024-12-25,39.13272625673238
2024-12-26,57.068559124401396
2024-12-27,58.69908938509858
2024-12-28,57.068559124401396
2024-12-29,58.69908938509858
2024-12-30,50.54643808161266
2024-12-31,52.17696834230985
2025-01-01,60.32961964579576
2025-01-02,45.654847299521116
2025-01-03,48.915907820915486
2025-01-04,56.253293994052804
2025-01-05,58.69908938509858
2025-01-06,39.13272625673238
2025-01-07,38.3174611263838
2025-01-08,38.3174611263838
2025-01-09,39.947991387080975
2025-01-10,39.947991387080975
2025-01-11,50.54643808161266
2025-01-12,55.43802886370421
2025-01-13,39.13272625673238
2025-01-14,35.87166573533802
2025-01-15,38.3174611263838
2025-01-16,39.13272625673238
2025-01-17,42.39378677812675
2025-01-18,54.622763733355626
2025-01-19,48.915907820915486
2025-01-20,44.83958216917252
2025-01-21,37.502195996035205
2025-01-22,35.87166573533802
2025-01-23,38.3174611263838
2025-01-24,39.13272625673238
2025-01-25,52.17696834230985
2025-01-26,53.80749860300703
2025-01-27,36.68693086568661
2025-01-28,35.05640060498943
2025-01-29,36.68693086568661
2025-01-30,35.05640060498943
2025-01-31,39.13272625673238
2025-02-01,50.54643808161266
2025-02-02,56.253293994052804
2025-02-03,36.68693086568661
2025-02-04,35.87166573533802
2025-02-05,35.05640060498943
2025-02-06,38.3174611263838
2025-02-07,40.76325651742957
2025-02-08,53.80749860300703
2025-02-09,48.915907820915486
2025-02-10,33.42587034429225
2025-02-11,36.68693086568661
2025-02-12,35.87166573533802
2025-02-13,35.05640060498943
2025-02-14,39.947991387080975
2025-02-15,53.80749860300703
2025-02-16,52.99223347265844
2025-02-17,48.915907820915486
2025-02-18,38.3174611263838
2025-02-19,35.87166573533802
2025-02-20,39.13272625673238
2025-02-21,39.947991387080975
2025-02-22,53.80749860300703
2025-02-23,61.960149906492944
2025-02-24,41.57852164777816
2025-02-25,38.3174611263838
2025-02-26,37.502195996035205
2025-02-27,37.502195996035205
2025-02-28,42.39378677812675
2025-03-01,57.88382425474999
2025-03-02,56.253293994052804
2025-03-03,38.3174611263838
2025-03-04,35.05640060498943
2025-03-05,36.68693086568661
2025-03-06,38.3174611263838
2025-03-07,39.947991387080975
2025-03-08,54.622763733355626
2025-03-09,54.622763733355626
2025-03-10,38.3174611263838
2025-03-11,36.68693086568661
2025-03-12,37.502195996035205
2025-03-13,44.02431703882394
2025-03-14,41.57852164777816
2025-03-15,52.17696834230985
2025-03-16,57.068559124401396
2025-03-17,39.947991387080975
2025-03-18,39.13272625673238
2025-03-19,38.3174611263838
2025-03-20,38.3174611263838
2025-03-21,43.209051908475345
2025-03-22,59.514354515447174
2025-03-23,56.253293994052804
2025-03-24,38.3174611263838
2025-03-25,44.02431703882394
2025-03-26,38.3174611263838
2025-03-27,37.502195996035205
2025-03-28,39.947991387080975
2025-03-29,56.253293994052804
2025-03-30,56.253293994052804
2025-03-31,37.502195996035205
2025-04-01,37.502195996035205
2025-04-02,35.87166573533802
2025-04-03,35.87166573533802
2025-04-04,38.3174611263838
2025-04-05,51.361703211961256
2025-04-06,54.622763733355626
2025-04-07,37.502195996035205
2025-04-08,36.68693086568661
2025-04-09,37.502195996035205
2025-04-10,38.3174611263838
2025-04-11,39.947991387080975
2025-04-12,55.43802886370421
2025-04-13,53.80749860300703
2025-04-14,38.3174611263838
2025-04-15,37.57274778616153
2025-04-16,37.980380351335825
2025-04-17,38.364495653134675
2025-04-18,45.49022645589304
2025-04-19,53.00007256045025
2025-04-20,59.334055496235464
2025-04-21,40.73973925405413
2025-04-22,37.57274778616153
2025-04-23,37.980380351335825
2025-04-24,37.57274778616153
2025-04-25,38.364495653134675
2025-04-26,54.58356829439656
2025-04-27,55.37531616136971
2025-04-28,38.364495653134675
2025-04-29,36.39688461738952
2025-04-30,37.18863248436267
2025-05-01,39.15624352010782
2025-05-02,44.69847858891988
2025-05-03,56.16706402834286
2025-05-04,52.6159572586514
2025-05-05,38.364495653134675
2025-05-06,37.980380351335825
2025-05-07,38.772128218308964
2025-05-08,38.364495653134675
2025-05-09,39.947991387080975
2025-05-10,51.41657682650395
2025-05-11,49.83308109255765
2025-05-12,41.53148712102728
2025-05-13,39.947991387080975
2025-05-14,38.364495653134675
2025-05-15,38.41153017988555
2025-05-16,43.02091380147182
2025-05-17,54.54437285543749
2025-05-18,56.849064666230625
2025-05-19,43.02091380147182
2025-05-20,39.17976078348327
2025-05-21,40.71622199067869
2025-05-22,41.4844525942764
2025-05-23,43.789144405069536
2025-05-24,53.77614225183978
2025-05-25,55.3126034590352
2025-05-26,57.61729526982833
2025-05-27,39.947991387080975
2025-05-28,41.4844525942764
2025-05-29,43.02091380147182
2025-05-30,44.55737500866724
2025-05-31,56.849064666230625
2025-06-01,57.61729526982833
2025-06-02,43.789144405069536
2025-06-03,41.4844525942764
2025-06-04,40.71622199067869
2025-06-05,40.71622199067869
2025-06-06,45.32560561226496
2025-06-07,51.47145044104664
2025-06-08,56.849064666230625
2025-06-09,50.703219837448934
2025-06-10,41.4844525942764
2025-06-11,40.71622199067869
2025-06-12,44.55737500866724
2025-06-13,43.02091380147182
2025-06-14,53.007911648242064
2025-06-15,52.23968104464436
2025-06-16,45.32560561226496
2025-06-17,41.4844525942764
2025-06-18,41.4844525942764
2025-06-19,43.02091380147182
2025-06-20,47.63029742305809
2025-06-21,52.23968104464436
2025-06-22,52.23968104464436
2025-06-23,42.25268319787411
2025-06-24,45.32560561226496
2025-06-25,39.947991387080975
2025-06-26,45.32560561226496
2025-06-27,47.63029742305809
2025-06-28,53.77614225183978
2025-06-29,59.92198708062147
2025-06-30,46.093836215862666
2025-07-01,45.32560561226496
2025-07-02,49.16675863025351
2025-07-03,53.007911648242064
2025-07-04,67.60429311659858
2025-07-05,59.153756477023755
2025-07-06,57.61729526982833
2025-07-07,47.63029742305809
2025-07-08,43.02091380147182
2025-07-09,45.32560561226496
2025-07-10,43.02091380147182
2025-07-11,47.63029742305809
2025-07-12,54.54437285543749
2025-07-13,56.849064666230625
2025-07-14,46.093836215862666
2025-07-15,45.32560561226496
2025-07-16,43.789144405069536
2025-07-17,46.093836215862666
2025-07-18,47.63029742305809
2025-07-19,61.45844828781689
2025-07-20,57.61729526982833
2025-07-21,46.093836215862666
2025-07-22,46.86206681946038
2025-07-23,44.55737500866724
2025-07-24,41.4844525942764
2025-07-25,47.63029742305809
2025-07-26,56.08083406263291
2025-07-27,57.61729526982833
2025-07-28,43.789144405069536
2025-07-29,39.947991387080975
2025-07-30,41.4844525942764
2025-07-31,44.55737500866724
2025-08-01,43.02091380147182
2025-08-02,58.38552587342605
2025-08-03,57.61729526982833
2025-08-04,44.55737500866724
2025-08-05,43.02091380147182
2025-08-06,43.02091380147182
2025-08-07,43.02091380147182
2025-08-08,46.093836215862666
2025-08-09,57.61729526982833
2025-08-10,58.38552587342605
2025-08-11,43.02091380147182
2025-08-12,39.947991387080975
2025-08-13,40.71622199067869
2025-08-14,42.25268319787411
2025-08-15,43.789144405069536
2025-08-16,54.54437285543749
2025-08-17,60.69021768421918
2025-08-18,39.17976078348327
2025-08-19,38.41153017988555
2025-08-20,38.41153017988555
2025-08-21,39.947991387080975
2025-08-22,42.25268319787411
2025-08-23,59.153756477023755
2025-08-24,57.61729526982833
2025-08-25,41.4844525942764
2025-08-26,38.41153017988555
2025-08-27,38.41153017988555
2025-08-28,38.41153017988555
2025-08-29,45.32560561226496
2025-08-30,54.54437285543749
2025-08-31,57.61729526982833
2025-09-01,59.153756477023755
2025-09-02,38.41153017988555
2025-09-03,37.643299576287845
2025-09-04,38.41153017988555
2025-09-05,37.643299576287845
2025-09-06,51.47145044104664
2025-09-07,51.47145044104664
2025-09-08,38.41153017988555
2025-09-09,42.25268319787411
2025-09-10,34.570377161897
2025-09-11,34.570377161897
2025-09-12,38.41153017988555
2025-09-13,51.47145044104664
2025-09-14,49.16675863025351
2025-09-15,36.10683836909242
2025-09-16,35.338607765494714
2025-09-17,35.338607765494714
2025-09-18,36.87506897269013
2025-09-19,40.71622199067869
2025-09-20,54.54437285543749
2025-09-21,49.16675863025351
2025-09-22,38.41153017988555
2025-09-23,36.10683836909242
2025-09-24,33.80214655829929
2025-09-25,36.10683836909242
2025-09-26,39.947991387080975
2025-09-27,51.47145044104664
2025-09-28,56.08083406263291
2025-09-29,39.17976078348327
2025-09-30,36.10683836909242
2025-10-01,35.338607765494714
2025-10-02,37.643299576287845
2025-10-03,38.41153017988555
2025-10-04,52.23968104464436
2025-10-05,51.47145044104664
2025-10-06,36.10683836909242
2025-10-07,35.338607765494714
2025-10-08,37.643299576287845
2025-10-09,39.947991387080975
2025-10-10,43.789144405069536
2025-10-11,53.007911648242064
2025-10-12,50.703219837448934
2025-10-13,41.4844525942764
2025-10-14,36.10683836909242
2025-10-15,36.10683836909242
2025-10-16,38.41153017988555
2025-10-17,41.4844525942764
2025-10-18,51.47145044104664
2025-10-19,63.76314009861002
2025-10-20,42.25268319787411
2025-10-21,37.643299576287845
2025-10-22,36.10683836909242
2025-10-23,39.947991387080975
2025-10-24,43.789144405069536
2025-10-25,56.08083406263291
2025-10-26,66.83606251300087
2025-10-27,38.41153017988555
2025-10-28,37.643299576287845
2025-10-29,36.10683836909242
2025-10-30,38.41153017988555
2025-10-31,39.947991387080975
2025-11-01,53.007911648242064
2025-11-02,54.54437285543749
2025-11-03,37.643299576287845
2025-11-04,37.643299576287845
2025-11-05,36.10683836909242
2025-11-06,37.643299576287845
2025-11-07,39.17976078348327
2025-11-08,54.54437285543749
2025-11-09,51.47145044104664
2025-11-10,38.41153017988555
2025-11-11,39.947991387080975
2025-11-12,35.338607765494714
2025-11-13,37.643299576287845
2025-11-14,39.947991387080975
2025-11-15,54.54437285543749
2025-11-16,53.77614225183978
2025-11-17,39.17976078348327
2025-11-18,36.10683836909242
2025-11-19,38.41153017988555
2025-11-20,39.17976078348327
2025-11-21,42.25268319787411
2025-11-22,60.69021768421918
2025-11-23,59.92198708062147
2025-11-24,46.093836215862666
2025-11-25,47.63029742305809
2025-11-26,53.77614225183978
2025-11-27,51.47145044104664
2025-11-28,69.140754323794
2025-11-29,66.83606251300087
2025-11-30,58.38552587342605
2025-12-01,43.02091380147182
2025-12-02,41.4844525942764
2025-12-03,43.02091380147182
2025-12-04,46.093836215862666
2025-12-05,43.789144405069536
2025-12-06,64.53137070220774
2025-12-07,56.849064666230625
2025-12-08,43.02091380147182
2025-12-09,41.4844525942764
2025-12-10,43.02091380147182
2025-12-11,41.4844525942764
2025-12-12,47.63029742305809
2025-12-13,67.60429311659858
2025-12-14,61.45844828781689
2025-12-15,44.55737500866724
2025-12-16,42.25268319787411
2025-12-17,43.789144405069536
2025-12-18,44.55737500866724
2025-12-19,45.32560561226496
2025-12-20,63.76314009861002
2025-12-21,60.69021768421918
2025-12-22,62.2266788914146
2025-12-23,62.99490949501231
2025-12-24,76.8230603597711
2025-12-25,38.41153017988555
2025-12-26,54.54437285543749
2025-12-27,60.69021768421918
2025-12-28,53.77614225183978
2025-12-29,45.32560561226496
2025-12-30,48.398528026655804
2025-12-31,56.08083406263291
2026-01-01,56.849064666230625
2026-01-02,52.23968104464436
2026-01-03,53.007911648242064
2026-01-04,52.23968104464436
2026-01-05,38.41153017988555
2026-01-06,38.41153017988555
2026-01-07,36.87506897269013
2026-01-08,36.10683836909242
2026-01-09,39.17976078348327
2026-01-10,54.54437285543749
2026-01-11,49.93498923385122
2026-01-12,36.10683836909242
2026-01-13,34.570377161897
2026-01-14,33.80214655829929
2026-01-15,35.338607765494714
2026-01-16,39.17976078348327
2026-01-17,55.3126034590352
2026-01-18,50.703219837448934
2026-01-19,44.55737500866724
2026-01-20,36.87506897269013
2026-01-21,35.338607765494714
2026-01-22,42.25268319787411
2026-01-23,43.02091380147182
2026-01-24,54.54437285543749
2026-01-25,36.87506897269013
2026-01-26,32.26568535110387
2026-01-27,34.570377161897
2026-01-28,35.338607765494714
2026-01-29,36.87506897269013
2026-01-30,41.4844525942764
2026-01-31,52.23968104464436
2026-02-01,50.703219837448934
2026-02-02,35.338607765494714
2026-02-03,34.570377161897
2026-02-04,33.03391595470158
2026-02-05,35.338607765494714
2026-02-06,36.87506897269013
2026-02-07,51.47145044104664
2026-02-08,42.25268319787411
2026-02-09,29.960993540310735
2026-02-10,33.03391595470158
2026-02-11,36.10683836909242
2026-02-12,36.10683836909242
2026-02-13,44.55737500866724
2026-02-14,53.007911648242064
2026-02-15,49.93498923385122
2026-02-16,42.25268319787411
2026-02-17,34.570377161897
2026-02-18,36.10683836909242
2026-02-19,36.10683836909242
2026-02-20,40.71622199067869
2026-02-21,58.38552587342605
2026-02-22,47.63029742305809
2026-02-23,34.570377161897
2026-02-24,37.643299576287845
2026-02-25,36.10683836909242
2026-02-26,37.643299576287845
2026-02-27,40.71622199067869
2026-02-28,58.38552587342605
2026-03-01,56.849064666230625
2026-03-02,42.25268319787411
2026-03-03,39.17976078348327
2026-03-04,40.71622199067869
2026-03-05,40.71622199067869
2026-03-06,43.789144405069536
2026-03-07,59.92198708062147
2026-03-08,56.849064666230625
2026-03-09,46.86206681946038
2026-03-10,39.947991387080975
2026-03-11,38.41153017988555
2026-03-12,43.02091380147182
2026-03-13,42.25268319787411
2026-03-14,59.92198708062147
2026-03-15,51.47145044104664
2026-03-16,39.947991387080975
2026-03-17,37.643299576287845
2026-03-18,39.17976078348327
2026-03-19,39.947991387080975
2026-03-20,43.02091380147182
2026-03-21,57.61729526982833
2026-03-22,58.38552587342605
2026-03-23,41.4844525942764
2026-03-24,42.25268319787411
2026-03-25,39.947991387080975
2026-03-26,38.41153017988555
2026-03-27,41.4844525942764
2026-03-28,53.77614225183978
2026-03-29,54.54437285543749
2026-03-30,44.55737500866724
2026-03-31,39.947991387080975
2026-04-01,38.41153017988555
2026-04-02,43.02091380147182
2026-04-03,47.63029742305809
2026-04-04,56.08083406263291
2026-04-05,60.69021768421918
2026-04-06,42.25268319787411
2026-04-07,39.17976078348327
2026-04-08,43.02091380147182
2026-04-09,44.55737500866724
2026-04-10,43.02091380147182
2026-04-11,52.23968104464436
2026-04-12,56.08083406263291
2026-04-13,39.17976078348327
2026-04-14,39.17976078348327
2026-04-15,37.643299576287845
2026-04-16,44.55737500866724
2026-04-17,43.789144405069536
2026-04-18,53.77614225183978
2026-04-19,53.77614225183978
2026-04-20,42.25268319787411
2026-04-21,39.17976078348327
2026-04-22,37.643299576287845
2026-04-23,38.41153017988555
2026-04-24,39.947991387080975
2026-04-25,50.703219837448934
2026-04-26,57.61729526982833
2026-04-27,38.41153017988555
2026-04-28,36.10683836909242
2026-04-29,34.570377161897
2026-04-30,37.643299576287845
2026-05-01,39.947991387080975
2026-05-02,47.63029742305809
2026-05-03,54.54437285543749
2026-05-04,38.41153017988555
2026-05-05,36.87506897269013
2026-05-06,36.87506897269013
2026-05-07,36.87506897269013
2026-05-08,39.17976078348327
2026-05-09,52.23968104464436
2026-05-10,48.398528026655804
2026-05-11,37.643299576287845
2026-05-12,38.41153017988555
2026-05-13,38.41153017988555
2026-05-14,40.71622199067869
2026-05-15,46.093836215862666
2026-05-16,52.23968104464436
2026-05-17,54.54437285543749
2026-05-18,39.17976078348327
2026-05-19,41.4844525942764
2026-05-20,38.41153017988555
2026-05-21,43.02091380147182
2026-05-22,44.55737500866724
2026-05-23,56.08083406263291
2026-05-24,56.08083406263291
2026-05-25,57.61729526982833
2026-05-26,42.25268319787411
2026-05-27,39.947991387080975
2026-05-28,40.71622199067869
2026-05-29,44.55737500866724
2026-05-30,51.47145044104664
2026-05-31,52.23968104464436
