Time,monthly_gt
2021-12-26,56
2022-01-02,60
2022-01-09,58
2022-01-16,54
2022-01-23,58
2022-01-30,60
2022-02-06,58
2022-02-13,56
2022-02-20,59
2022-02-27,58
2022-03-06,56
2022-03-13,55
2022-03-20,57
2022-03-27,57
2022-04-03,59
2022-04-10,54
2022-04-17,55
2022-04-24,49
2022-05-01,52
2022-05-08,51
2022-05-15,51
2022-05-22,50
2022-05-29,49
2022-06-05,53
2022-06-12,52
2022-06-19,55
2022-06-26,53
2022-07-03,51
2022-07-10,59
2022-07-17,57
2022-07-24,53
2022-07-31,54
2022-08-07,58
2022-08-14,57
2022-08-21,54
2022-08-28,52
2022-09-04,48
2022-09-11,55
2022-09-18,55
2022-09-25,54
2022-10-02,54
2022-10-09,63
2022-10-16,58
2022-10-23,52
2022-10-30,59
2022-11-06,48
2022-11-13,52
2022-11-20,46
2022-11-27,56
2022-12-04,53
2022-12-11,52
2022-12-18,47
2022-12-25,50
2023-01-01,52
2023-01-08,56
2023-01-15,55
2023-01-22,54
2023-01-29,58
2023-02-05,52
2023-02-12,52
2023-02-19,51
2023-02-26,55
2023-03-05,54
2023-03-12,52
2023-03-19,55
2023-03-26,54
2023-04-02,52
2023-04-09,53
2023-04-16,52
2023-04-23,51
2023-04-30,56
2023-05-07,51
2023-05-14,50
2023-05-21,51
2023-05-28,47
2023-06-04,49
2023-06-11,50
2023-06-18,49
2023-06-25,54
2023-07-02,50
2023-07-09,56
2023-07-16,53
2023-07-23,56
2023-07-30,55
2023-08-06,52
2023-08-13,51
2023-08-20,50
2023-08-27,51
2023-09-03,48
2023-09-10,51
2023-09-17,52
2023-09-24,51
2023-10-01,53
2023-10-08,55
2023-10-15,54
2023-10-22,52
2023-10-29,54
2023-11-05,53
2023-11-12,55
2023-11-19,48
2023-11-26,56
2023-12-03,54
2023-12-10,51
2023-12-17,47
2023-12-24,47
2023-12-31,50
2024-01-07,53
2024-01-14,50
2024-01-21,56
2024-01-28,56
2024-02-04,55
2024-02-11,56
2024-02-18,55
2024-02-25,53
2024-03-03,53
2024-03-10,60
2024-03-17,58
2024-03-24,59
2024-03-31,53
2024-04-07,53
2024-04-14,54
2024-04-21,57
2024-04-28,55
2024-05-05,56
2024-05-12,52
2024-05-19,48
2024-05-26,57
2024-06-02,52
2024-06-09,52
2024-06-16,49
2024-06-23,50
2024-06-30,49
2024-07-07,55
2024-07-14,60
2024-07-21,55
2024-07-28,53
2024-08-04,54
2024-08-11,64
2024-08-18,58
2024-08-25,52
2024-09-01,53
2024-09-08,53
2024-09-15,55
2024-09-22,53
2024-09-29,52
2024-10-06,52
2024-10-13,53
2024-10-20,53
2024-10-27,51
2024-11-03,52
2024-11-10,57
2024-11-17,55
2024-11-24,46
2024-12-01,59
2024-12-08,54
2024-12-15,57
2024-12-22,50
2024-12-29,56
2025-01-05,65
2025-01-12,57
2025-01-19,63
2025-01-26,62
2025-02-02,65
2025-02-09,61
2025-02-16,74
2025-02-23,71
2025-03-02,74
2025-03-09,69
2025-03-16,70
2025-03-23,75
2025-03-30,66
2025-04-06,67
2025-04-13,60
2025-04-20,56
2025-04-27,63
2025-05-04,56
2025-05-11,57
2025-05-18,57
2025-05-25,54
2025-06-01,58
2025-06-08,60
2025-06-15,60
2025-06-22,61
2025-06-29,72
2025-07-06,65
2025-07-13,63
2025-07-20,69
2025-07-27,67
2025-08-03,64
2025-08-10,64
2025-08-17,60
2025-08-24,57
2025-08-31,57
2025-09-07,54
2025-09-14,58
2025-09-21,62
2025-09-28,65
2025-10-05,62
2025-10-12,58
2025-10-19,62
2025-10-26,60
2025-11-02,64
2025-11-09,64
2025-11-16,64
2025-11-23,59
2025-11-30,70
2025-12-07,66
2025-12-14,64
2025-12-21,54
2025-12-28,66
2026-01-04,69
2026-01-11,70
2026-01-18,70
2026-01-25,69
2026-02-01,83
2026-02-08,86
2026-02-15,92
2026-02-22,91
2026-03-01,84
2026-03-08,81
2026-03-15,85
2026-03-22,92
2026-03-29,85
2026-04-05,100
2026-04-12,94
2026-04-19,91
2026-04-26,82
2026-05-03,82
2026-05-10,87
2026-05-17,80
2026-05-24,85
2026-05-31,80
