Time,sabrina_carpenter
2024-10-01,479.1301659787959
2024-10-02,429.56497639478255
2024-10-03,495.65189584013365
2024-10-04,495.65189584013365
2024-10-05,479.1301659787959
2024-10-06,479.1301659787959
2024-10-07,313.912867365418
2024-10-08,330.4345972267558
2024-10-09,379.99978681076914
2024-10-10,346.9563270880936
2024-10-11,330.4345972267558
2024-10-12,413.04324653344474
2024-10-13,413.04324653344474
2024-10-14,363.47805694943133
2024-10-15,346.9563270880936
2024-10-16,313.912867365418
2024-10-17,363.47805694943133
2024-10-18,330.4345972267558
2024-10-19,413.04324653344474
2024-10-20,413.04324653344474
2024-10-21,330.4345972267558
2024-10-22,330.4345972267558
2024-10-23,330.4345972267558
2024-10-24,330.4345972267558
2024-10-25,330.4345972267558
2024-10-26,363.47805694943133
2024-10-27,479.1301659787959
2024-10-28,363.47805694943133
2024-10-29,297.39113750408023
2024-10-30,330.4345972267558
2024-10-31,313.912867365418
2024-11-01,330.4345972267558
2024-11-02,396.52151667210694
2024-11-03,363.47805694943133
2024-11-04,280.86940764274243
2024-11-05,264.3476777814046
2024-11-06,181.73902847471567
2024-11-07,264.3476777814046
2024-11-08,297.39113750408023
2024-11-09,330.4345972267558
2024-11-10,346.9563270880936
2024-11-11,297.39113750408023
2024-11-12,297.39113750408023
2024-11-13,264.3476777814046
2024-11-14,280.86940764274243
2024-11-15,297.39113750408023
2024-11-16,346.9563270880936
2024-11-17,363.47805694943133
2024-11-18,346.9563270880936
2024-11-19,413.04324653344474
2024-11-20,413.04324653344474
2024-11-21,346.9563270880936
2024-11-22,313.912867365418
2024-11-23,363.47805694943133
2024-11-24,346.9563270880936
2024-11-25,330.4345972267558
2024-11-26,264.3476777814046
2024-11-27,313.912867365418
2024-11-28,363.47805694943133
2024-11-29,313.912867365418
2024-11-30,280.86940764274243
2024-12-01,280.86940764274243
2024-12-02,214.78248819739127
2024-12-03,264.3476777814046
2024-12-04,429.56497639478255
2024-12-05,396.52151667210694
2024-12-06,396.52151667210694
2024-12-07,743.4778437602005
2024-12-08,743.4778437602005
2024-12-09,429.56497639478255
2024-12-10,330.4345972267558
2024-12-11,297.39113750408023
2024-12-12,313.912867365418
2024-12-13,297.39113750408023
2024-12-14,346.9563270880936
2024-12-15,396.52151667210694
2024-12-16,297.39113750408023
2024-12-17,264.3476777814046
2024-12-18,231.30421805872905
2024-12-19,247.82594792006682
2024-12-20,313.912867365418
2024-12-21,363.47805694943133
2024-12-22,346.9563270880936
2024-12-23,297.39113750408023
2024-12-24,313.912867365418
2024-12-25,330.4345972267558
2024-12-26,264.3476777814046
2024-12-27,264.3476777814046
2024-12-28,264.3476777814046
2024-12-29,247.82594792006682
2024-12-30,247.82594792006682
2024-12-31,280.86940764274243
2025-01-01,330.4345972267558
2025-01-02,231.30421805872905
2025-01-03,231.30421805872905
2025-01-04,280.86940764274243
2025-01-05,264.3476777814046
2025-01-06,198.26075833605347
2025-01-07,165.2172986133779
2025-01-08,181.73902847471567
2025-01-09,181.73902847471567
2025-01-10,181.73902847471567
2025-01-11,198.26075833605347
2025-01-12,198.26075833605347
2025-01-13,165.2172986133779
2025-01-14,148.69556875204012
2025-01-15,165.2172986133779
2025-01-16,165.2172986133779
2025-01-17,181.73902847471567
2025-01-18,198.26075833605347
2025-01-19,181.73902847471567
2025-01-20,181.73902847471567
2025-01-21,148.69556875204012
2025-01-22,165.2172986133779
2025-01-23,165.2172986133779
2025-01-24,165.2172986133779
2025-01-25,198.26075833605347
2025-01-26,181.73902847471567
2025-01-27,165.2172986133779
2025-01-28,148.69556875204012
2025-01-29,148.69556875204012
2025-01-30,148.69556875204012
2025-01-31,165.2172986133779
2025-02-01,198.26075833605347
2025-02-02,280.86940764274243
2025-02-03,1652.172986133779
2025-02-04,660.8691944535116
2025-02-05,396.52151667210694
2025-02-06,363.47805694943133
2025-02-07,330.4345972267558
2025-02-08,330.4345972267558
2025-02-09,297.39113750408023
2025-02-10,247.82594792006682
2025-02-11,231.30421805872905
2025-02-12,231.30421805872905
2025-02-13,247.82594792006682
2025-02-14,396.52151667210694
2025-02-15,379.99978681076914
2025-02-16,330.4345972267558
2025-02-17,1206.0862798776586
2025-02-18,495.65189584013365
2025-02-19,346.9563270880936
2025-02-20,297.39113750408023
2025-02-21,247.82594792006682
2025-02-22,297.39113750408023
2025-02-23,313.912867365418
2025-02-24,231.30421805872905
2025-02-25,214.78248819739127
2025-02-26,198.26075833605347
2025-02-27,297.39113750408023
2025-02-28,280.86940764274243
2025-03-01,280.86940764274243
2025-03-02,280.86940764274243
2025-03-03,297.39113750408023
2025-03-04,413.04324653344474
2025-03-05,247.82594792006682
2025-03-06,214.78248819739127
2025-03-07,264.3476777814046
2025-03-08,247.82594792006682
2025-03-09,231.30421805872905
2025-03-10,181.73902847471567
2025-03-11,165.2172986133779
2025-03-12,165.2172986133779
2025-03-13,181.73902847471567
2025-03-14,181.73902847471567
2025-03-15,181.73902847471567
2025-03-16,198.26075833605347
2025-03-17,165.2172986133779
2025-03-18,247.82594792006682
2025-03-19,231.30421805872905
2025-03-20,181.73902847471567
2025-03-21,181.73902847471567
2025-03-22,198.26075833605347
2025-03-23,231.30421805872905
2025-03-24,165.2172986133779
2025-03-25,165.2172986133779
2025-03-26,181.73902847471567
2025-03-27,181.73902847471567
2025-03-28,165.2172986133779
2025-03-29,198.26075833605347
2025-03-30,198.26075833605347
2025-03-31,165.2172986133779
2025-04-01,165.2172986133779
2025-04-02,148.69556875204012
2025-04-03,148.69556875204012
2025-04-04,181.73902847471567
2025-04-05,198.26075833605347
2025-04-06,198.26075833605347
2025-04-07,231.30421805872905
2025-04-08,330.4345972267558
2025-04-09,297.39113750408023
2025-04-10,280.86940764274243
2025-04-11,247.82594792006682
2025-04-12,264.3476777814046
2025-04-13,247.82594792006682
2025-04-14,198.26075833605347
2025-04-15,168.97967274021718
2025-04-16,152.08170546619547
2025-04-17,164.66112156854078
2025-04-18,181.5590888425625
2025-04-19,181.5590888425625
2025-04-20,181.5590888425625
2025-04-21,135.18373819217373
2025-04-22,135.18373819217373
2025-04-23,130.86518702049733
2025-04-24,130.86518702049733
2025-04-25,130.86518702049733
2025-04-26,147.76315429451907
2025-04-27,147.76315429451907
2025-04-28,130.86518702049733
2025-04-29,118.28577091815202
2025-04-30,118.28577091815202
2025-05-01,118.28577091815202
2025-05-02,118.28577091815202
2025-05-03,135.18373819217373
2025-05-04,202.77560728826063
2025-05-05,185.8776400142389
2025-05-06,329.32224313708156
2025-05-07,261.73037404099466
2025-05-08,232.25299066462765
2025-05-09,198.45705611658423
2025-05-10,198.45705611658423
2025-05-11,266.04892521267107
2025-05-12,181.5590888425625
2025-05-13,147.76315429451907
2025-05-14,130.86518702049733
2025-05-15,120.91943280693954
2025-05-16,138.19363749364518
2025-05-17,138.19363749364518
2025-05-18,129.55653515029235
2025-05-19,112.28233046358672
2025-05-20,112.28233046358672
2025-05-21,112.28233046358672
2025-05-22,120.91943280693954
2025-05-23,120.91943280693954
2025-05-24,138.19363749364518
2025-05-25,129.55653515029235
2025-05-26,120.91943280693954
2025-05-27,120.91943280693954
2025-05-28,120.91943280693954
2025-05-29,120.91943280693954
2025-05-30,129.55653515029235
2025-05-31,138.19363749364518
2025-06-01,138.19363749364518
2025-06-02,129.55653515029235
2025-06-03,224.56466092717343
2025-06-04,207.2904562404678
2025-06-05,224.56466092717343
2025-06-06,500.9519359144638
2025-06-07,336.84699139076014
2025-06-08,267.75017264393756
2025-06-09,207.2904562404678
2025-06-10,172.74204686705647
2025-06-11,310.93568436070166
2025-06-12,647.7826757514619
2025-06-13,716.8794944982844
2025-06-14,613.2342663780505
2025-06-15,431.8551171676412
2025-06-16,362.7582984208186
2025-06-17,336.84699139076014
2025-06-18,328.20988904740733
2025-06-19,293.66147967399604
2025-06-20,276.38727498729037
2025-06-21,250.4759679572319
2025-06-22,215.9275585838206
2025-06-23,164.10494452370367
2025-06-24,172.74204686705647
2025-06-25,250.4759679572319
2025-06-26,276.38727498729037
2025-06-27,233.20176327052624
2025-06-28,224.56466092717343
2025-06-29,215.9275585838206
2025-06-30,155.46784218035083
2025-07-01,138.19363749364518
2025-07-02,138.19363749364518
2025-07-03,155.46784218035083
2025-07-04,155.46784218035083
2025-07-05,164.10494452370367
2025-07-06,259.1130703005847
2025-07-07,164.10494452370367
2025-07-08,155.46784218035083
2025-07-09,146.83073983699802
2025-07-10,146.83073983699802
2025-07-11,146.83073983699802
2025-07-12,164.10494452370367
2025-07-13,164.10494452370367
2025-07-14,129.55653515029235
2025-07-15,146.83073983699802
2025-07-16,138.19363749364518
2025-07-17,138.19363749364518
2025-07-18,146.83073983699802
2025-07-19,155.46784218035083
2025-07-20,155.46784218035083
2025-07-21,120.91943280693954
2025-07-22,112.28233046358672
2025-07-23,120.91943280693954
2025-07-24,129.55653515029235
2025-07-25,120.91943280693954
2025-07-26,146.83073983699802
2025-07-27,138.19363749364518
2025-07-28,129.55653515029235
2025-07-29,146.83073983699802
2025-07-30,138.19363749364518
2025-07-31,146.83073983699802
2025-08-01,164.10494452370367
2025-08-02,172.74204686705647
2025-08-03,181.3791492104093
2025-08-04,267.75017264393756
2025-08-05,164.10494452370367
2025-08-06,138.19363749364518
2025-08-07,129.55653515029235
2025-08-08,155.46784218035083
2025-08-09,146.83073983699802
2025-08-10,155.46784218035083
2025-08-11,112.28233046358672
2025-08-12,241.83886561387908
2025-08-13,138.19363749364518
2025-08-14,181.3791492104093
2025-08-15,138.19363749364518
2025-08-16,155.46784218035083
2025-08-17,146.83073983699802
2025-08-18,129.55653515029235
2025-08-19,120.91943280693954
2025-08-20,120.91943280693954
2025-08-21,112.28233046358672
2025-08-22,112.28233046358672
2025-08-23,146.83073983699802
2025-08-24,138.19363749364518
2025-08-25,129.55653515029235
2025-08-26,129.55653515029235
2025-08-27,138.19363749364518
2025-08-28,172.74204686705647
2025-08-29,863.7102343352824
2025-08-30,578.6858570046392
2025-08-31,440.492219510994
2025-09-01,354.1211960774658
2025-09-02,285.0243773306432
2025-09-03,250.4759679572319
2025-09-04,250.4759679572319
2025-09-05,233.20176327052624
2025-09-06,336.84699139076014
2025-09-07,233.20176327052624
2025-09-08,466.4035265410525
2025-09-09,285.0243773306432
2025-09-10,215.9275585838206
2025-09-11,181.3791492104093
2025-09-12,233.20176327052624
2025-09-13,207.2904562404678
2025-09-14,198.65335389711495
2025-09-15,146.83073983699802
2025-09-16,164.10494452370367
2025-09-17,146.83073983699802
2025-09-18,155.46784218035083
2025-09-19,164.10494452370367
2025-09-20,190.01625155376212
2025-09-21,172.74204686705647
2025-09-22,146.83073983699802
2025-09-23,146.83073983699802
2025-09-24,138.19363749364518
2025-09-25,138.19363749364518
2025-09-26,138.19363749364518
2025-09-27,164.10494452370367
2025-09-28,146.83073983699802
2025-09-29,138.19363749364518
2025-09-30,138.19363749364518
2025-10-01,146.83073983699802
2025-10-02,138.19363749364518
2025-10-03,224.56466092717343
2025-10-04,233.20176327052624
2025-10-05,310.93568436070166
2025-10-06,215.9275585838206
2025-10-07,181.3791492104093
2025-10-08,190.01625155376212
2025-10-09,155.46784218035083
2025-10-10,164.10494452370367
2025-10-11,207.2904562404678
2025-10-12,224.56466092717343
2025-10-13,172.74204686705647
2025-10-14,146.83073983699802
2025-10-15,155.46784218035083
2025-10-16,172.74204686705647
2025-10-17,190.01625155376212
2025-10-18,224.56466092717343
2025-10-19,708.2423921549316
2025-10-20,362.7582984208186
2025-10-21,276.38727498729037
2025-10-22,241.83886561387908
2025-10-23,250.4759679572319
2025-10-24,302.29858201734885
2025-10-25,310.93568436070166
2025-10-26,310.93568436070166
2025-10-27,267.75017264393756
2025-10-28,259.1130703005847
2025-10-29,250.4759679572319
2025-10-30,233.20176327052624
2025-10-31,215.9275585838206
2025-11-01,310.93568436070166
2025-11-02,259.1130703005847
2025-11-03,190.01625155376212
2025-11-04,190.01625155376212
2025-11-05,215.9275585838206
2025-11-06,224.56466092717343
2025-11-07,198.65335389711495
2025-11-08,276.38727498729037
2025-11-09,250.4759679572319
2025-11-10,190.01625155376212
2025-11-11,190.01625155376212
2025-11-12,198.65335389711495
2025-11-13,172.74204686705647
2025-11-14,172.74204686705647
2025-11-15,190.01625155376212
2025-11-16,207.2904562404678
2025-11-17,250.4759679572319
2025-11-18,233.20176327052624
2025-11-19,190.01625155376212
2025-11-20,215.9275585838206
2025-11-21,207.2904562404678
2025-11-22,215.9275585838206
2025-11-23,250.4759679572319
2025-11-24,233.20176327052624
2025-11-25,190.01625155376212
2025-11-26,190.01625155376212
2025-11-27,190.01625155376212
2025-11-28,172.74204686705647
2025-11-29,181.3791492104093
2025-11-30,164.10494452370367
2025-12-01,129.55653515029235
2025-12-02,215.9275585838206
2025-12-03,328.20988904740733
2025-12-04,250.4759679572319
2025-12-05,190.01625155376212
2025-12-06,215.9275585838206
2025-12-07,215.9275585838206
2025-12-08,164.10494452370367
2025-12-09,181.3791492104093
2025-12-10,146.83073983699802
2025-12-11,139.5953629336165
2025-12-12,147.83049989344815
2025-12-13,164.3007738131114
2025-12-14,147.83049989344815
2025-12-15,127.44364018562966
2025-12-16,127.44364018562966
2025-12-17,147.83049989344815
2025-12-18,164.3007738131114
2025-12-19,172.53591077294303
2025-12-20,205.47645861226957
2025-12-21,197.24132165243793
2025-12-22,172.53591077294303
2025-12-23,180.77104773277466
2025-12-24,209.3930444004248
2025-12-25,205.47645861226957
2025-12-26,189.0061846926063
2025-12-27,164.3007738131114
2025-12-28,209.3930444004248
2025-12-29,143.91391410529292
2025-12-30,147.83049989344815
2025-12-31,156.06563685327978
2026-01-01,172.53591077294303
2026-01-02,147.83049989344815
2026-01-03,135.6787771454613
2026-01-04,139.5953629336165
2026-01-05,119.20850322579804
2026-01-06,102.73822930613478
2026-01-07,114.88995205412164
2026-01-08,127.44364018562966
2026-01-09,123.12508901395326
2026-01-10,140.99708837358784
2026-01-11,133.1639167972774
2026-01-12,109.6644020683461
2026-01-13,101.83123049203567
2026-01-14,101.83123049203567
2026-01-15,93.99805891572524
2026-01-16,101.83123049203567
2026-01-17,117.49757364465654
2026-01-18,156.6634315262087
2026-01-19,133.1639167972774
2026-01-20,101.83123049203567
2026-01-21,109.6644020683461
2026-01-22,93.99805891572524
2026-01-23,101.83123049203567
2026-01-24,117.49757364465654
2026-01-25,125.33074522096697
2026-01-26,109.6644020683461
2026-01-27,109.6644020683461
2026-01-28,101.83123049203567
2026-01-29,101.83123049203567
2026-01-30,109.6644020683461
2026-01-31,140.99708837358784
2026-02-01,164.49660310251915
2026-02-02,783.3171576310436
2026-02-03,297.66051989979655
2026-02-04,274.1610051708653
2026-02-05,281.9941767471757
2026-02-06,234.99514728931308
2026-02-07,250.66149044193395
2026-02-08,219.3288041366922
2026-02-09,274.1610051708653
2026-02-10,164.49660310251915
2026-02-11,140.99708837358784
2026-02-12,125.33074522096697
2026-02-13,156.6634315262087
2026-02-14,156.6634315262087
2026-02-15,156.6634315262087
2026-02-16,133.1639167972774
2026-02-17,109.6644020683461
2026-02-18,101.83123049203567
2026-02-19,109.6644020683461
2026-02-20,109.6644020683461
2026-02-21,125.33074522096697
2026-02-22,133.1639167972774
2026-02-23,101.83123049203567
2026-02-24,93.99805891572524
2026-02-25,93.99805891572524
2026-02-26,109.6644020683461
2026-02-27,93.99805891572524
2026-02-28,117.49757364465654
2026-03-01,109.6644020683461
2026-03-02,93.99805891572524
2026-03-03,93.99805891572524
2026-03-04,93.99805891572524
2026-03-05,93.99805891572524
2026-03-06,93.99805891572524
2026-03-07,101.83123049203567
2026-03-08,109.6644020683461
2026-03-09,86.16488733941479
2026-03-10,93.99805891572524
2026-03-11,86.16488733941479
2026-03-12,93.99805891572524
2026-03-13,101.83123049203567
2026-03-14,125.33074522096697
2026-03-15,117.49757364465654
2026-03-16,109.6644020683461
2026-03-17,109.6644020683461
2026-03-18,109.6644020683461
2026-03-19,109.6644020683461
2026-03-20,117.49757364465654
2026-03-21,133.1639167972774
2026-03-22,133.1639167972774
2026-03-23,109.6644020683461
2026-03-24,109.6644020683461
2026-03-25,101.83123049203567
2026-03-26,109.6644020683461
2026-03-27,109.6644020683461
2026-03-28,117.49757364465654
2026-03-29,117.49757364465654
2026-03-30,86.16488733941479
2026-03-31,86.16488733941479
2026-04-01,93.99805891572524
2026-04-02,109.6644020683461
2026-04-03,101.83123049203567
2026-04-04,109.6644020683461
2026-04-05,109.6644020683461
2026-04-06,164.49660310251915
2026-04-07,164.49660310251915
2026-04-08,195.8292894077609
2026-04-09,172.32977467882958
2026-04-10,211.49563256038178
2026-04-11,744.1512997494914
2026-04-12,462.1571230023157
2026-04-13,297.66051989979655
2026-04-14,227.16197571300265
2026-04-15,180.16294625514
2026-04-16,164.49660310251915
2026-04-17,195.8292894077609
2026-04-18,501.3229808838679
2026-04-19,289.82734832348615
2026-04-20,187.99611783145048
2026-04-21,172.32977467882958
2026-04-22,148.83025994989828
2026-04-23,133.1639167972774
2026-04-24,125.33074522096697
2026-04-25,148.83025994989828
2026-04-26,148.83025994989828
2026-04-27,117.49757364465654
2026-04-28,117.49757364465654
2026-04-29,109.6644020683461
2026-04-30,101.83123049203567
2026-05-01,117.49757364465654
2026-05-02,117.49757364465654
2026-05-03,125.33074522096697
2026-05-04,133.1639167972774
2026-05-05,281.9941767471757
2026-05-06,180.16294625514
2026-05-07,148.83025994989828
2026-05-08,140.99708837358784
2026-05-09,140.99708837358784
2026-05-10,133.1639167972774
2026-05-11,164.49660310251915
2026-05-12,125.33074522096697
2026-05-13,109.6644020683461
2026-05-14,101.83123049203567
2026-05-15,101.83123049203567
2026-05-16,101.83123049203567
2026-05-17,101.83123049203567
2026-05-18,109.6644020683461
2026-05-19,93.99805891572524
2026-05-20,93.99805891572524
2026-05-21,101.83123049203567
2026-05-22,93.99805891572524
2026-05-23,101.83123049203567
2026-05-24,101.83123049203567
2026-05-25,93.99805891572524
2026-05-26,101.83123049203567
2026-05-27,78.33171576310436
2026-05-28,78.33171576310436
2026-05-29,86.16488733941479
2026-05-30,93.99805891572524
2026-05-31,93.99805891572524
