Time,tmz
2022-08-29,28
2022-08-30,27
2022-08-31,25
2022-09-01,26
2022-09-02,26
2022-09-03,26
2022-09-04,26
2022-09-05,26
2022-09-06,26
2022-09-07,28
2022-09-08,33
2022-09-09,27
2022-09-10,27
2022-09-11,25
2022-09-12,29
2022-09-13,33
2022-09-14,27
2022-09-15,26
2022-09-16,26
2022-09-17,26
2022-09-18,25
2022-09-19,25
2022-09-20,27
2022-09-21,27
2022-09-22,28
2022-09-23,26
2022-09-24,25
2022-09-25,27
2022-09-26,26
2022-09-27,25
2022-09-28,25
2022-09-29,35
2022-09-30,25
2022-10-01,24
2022-10-02,24
2022-10-03,24
2022-10-04,30
2022-10-05,27
2022-10-06,26
2022-10-07,35
2022-10-08,32
2022-10-09,27
2022-10-10,28
2022-10-11,26
2022-10-12,27
2022-10-13,27
2022-10-14,27
2022-10-15,25
2022-10-16,25
2022-10-17,26
2022-10-18,25
2022-10-19,26
2022-10-20,24
2022-10-21,26
2022-10-22,25
2022-10-23,26
2022-10-24,30
2022-10-25,30
2022-10-26,29
2022-10-27,32
2022-10-28,29
2022-10-29,30
2022-10-30,26
2022-10-31,26
2022-11-01,100
2022-11-02,64
2022-11-03,36
2022-11-04,31
2022-11-05,43
2022-11-06,37
2022-11-07,32
2022-11-08,31
2022-11-09,26
2022-11-10,26
2022-11-11,30
2022-11-12,30
2022-11-13,27
2022-11-14,28
2022-11-15,31
2022-11-16,29
2022-11-17,29
2022-11-18,28
2022-11-19,28
2022-11-20,33
2022-11-21,29
2022-11-22,31
2022-11-23,30
2022-11-24,26
2022-11-25,28
2022-11-26,30
2022-11-27,28
2022-11-28,24
2022-11-29,26
2022-11-30,26
2022-12-01,29
2022-12-02,28
2022-12-03,29
2022-12-04,27
2022-12-05,25
2022-12-06,31
2022-12-07,29
2022-12-08,28
2022-12-09,28
2022-12-10,27
2022-12-11,28
2022-12-12,27
2022-12-13,26
2022-12-14,57
2022-12-15,43
2022-12-16,35
2022-12-17,33
2022-12-18,30
2022-12-19,30
2022-12-20,34
2022-12-21,31
2022-12-22,30
2022-12-23,32
2022-12-24,30
2022-12-25,30
2022-12-26,29
2022-12-27,32
2022-12-28,31
2022-12-29,32
2022-12-30,35
2022-12-31,34
2023-01-01,32
2023-01-02,36
2023-01-03,74
2023-01-04,35
2023-01-05,34
2023-01-06,31
2023-01-07,36
2023-01-08,31
2023-01-09,29
2023-01-10,31
2023-01-11,30
2023-01-12,33
2023-01-13,63
2023-01-14,36
2023-01-15,33
2023-01-16,33
2023-01-17,31
2023-01-18,39
2023-01-19,32
2023-01-20,32
2023-01-21,29
2023-01-22,30
2023-01-23,28
2023-01-24,30
2023-01-25,30
2023-01-26,29
2023-01-27,33
2023-01-28,35
2023-01-29,31
2023-01-30,30
2023-01-31,31
2023-02-01,29
2023-02-02,30
2023-02-03,28
2023-02-04,30
2023-02-05,27
2023-02-06,28
2023-02-07,27
2023-02-08,28
2023-02-09,27
2023-02-10,26
2023-02-11,29
2023-02-12,29
2023-02-13,33
2023-02-14,29
2023-02-15,31
2023-02-16,28
2023-02-17,28
2023-02-18,31
2023-02-19,35
2023-02-20,33
2023-02-21,29
2023-02-22,28
2023-02-23,28
2023-02-24,27
2023-02-25,28
2023-02-26,28
2023-02-27,25
2023-02-28,26
2023-03-01,27
2023-03-02,31
2023-03-03,27
2023-03-04,31
2023-03-05,30
2023-03-06,29
2023-03-07,29
2023-03-08,29
2023-03-09,30
2023-03-10,28
2023-03-11,29
2023-03-12,33
2023-03-13,27
2023-03-14,27
2023-03-15,29
2023-03-16,28
2023-03-17,28
2023-03-18,29
2023-03-19,28
2023-03-20,32
2023-03-21,33
2023-03-22,35
2023-03-23,32
2023-03-24,31
2023-03-25,28
2023-03-26,31
2023-03-27,29
2023-03-28,30
2023-03-29,28
2023-03-30,29
2023-03-31,29
2023-04-01,27
2023-04-02,27
2023-04-03,26
2023-04-04,29
2023-04-05,28
2023-04-06,29
2023-04-07,30
2023-04-08,26
2023-04-09,28
2023-04-10,29
2023-04-11,26
2023-04-12,26
2023-04-13,31
2023-04-14,28
2023-04-15,29
2023-04-16,28
2023-04-17,26
2023-04-18,27
2023-04-19,34
2023-04-20,29
2023-04-21,29
2023-04-22,26
2023-04-23,27
2023-04-24,26
2023-04-25,29
2023-04-26,26
2023-04-27,32
2023-04-28,27
2023-04-29,27
2023-04-30,26
2023-05-01,29
2023-05-02,27
2023-05-03,31
2023-05-04,29
2023-05-05,28
2023-05-06,30
2023-05-07,31
2023-05-08,31
2023-05-09,28
2023-05-10,28
2023-05-11,32
2023-05-12,31
2023-05-13,29
2023-05-14,29
2023-05-15,29
2023-05-16,30
2023-05-17,32
2023-05-18,28
2023-05-19,30
2023-05-20,29
2023-05-21,28
2023-05-22,27
2023-05-23,28
2023-05-24,32
2023-05-25,29
