Time,tmz
2023-12-22,49
2023-12-23,46
2023-12-24,53
2023-12-25,46
2023-12-26,52
2023-12-27,52
2023-12-28,50
2023-12-29,50
2023-12-30,48
2023-12-31,45
2024-01-01,53
2024-01-02,51
2024-01-03,49
2024-01-04,50
2024-01-05,51
2024-01-06,50
2024-01-07,46
2024-01-08,58
2024-01-09,50
2024-01-10,50
2024-01-11,48
2024-01-12,46
2024-01-13,46
2024-01-14,48
2024-01-15,44
2024-01-16,46
2024-01-17,49
2024-01-18,45
2024-01-19,49
2024-01-20,49
2024-01-21,46
2024-01-22,47
2024-01-23,44
2024-01-24,46
2024-01-25,46
2024-01-26,42
2024-01-27,39
2024-01-28,39
2024-01-29,41
2024-01-30,42
2024-01-31,41
2024-02-01,38
2024-02-02,42
2024-02-03,35
2024-02-04,35
2024-02-05,43
2024-02-06,44
2024-02-07,41
2024-02-08,43
2024-02-09,39
2024-02-10,37
2024-02-11,42
2024-02-12,44
2024-02-13,43
2024-02-14,43
2024-02-15,45
2024-02-16,40
2024-02-17,38
2024-02-18,36
2024-02-19,61
2024-02-20,58
2024-02-21,47
2024-02-22,39
2024-02-23,38
2024-02-24,36
2024-02-25,36
2024-02-26,38
2024-02-27,42
2024-02-28,40
2024-02-29,40
2024-03-01,38
2024-03-02,36
2024-03-03,36
2024-03-04,43
2024-03-05,46
2024-03-06,48
2024-03-07,44
2024-03-08,40
2024-03-09,36
2024-03-10,38
2024-03-11,45
2024-03-12,42
2024-03-13,42
2024-03-14,41
2024-03-15,41
2024-03-16,38
2024-03-17,38
2024-03-18,45
2024-03-19,53
2024-03-20,49
2024-03-21,42
2024-03-22,55
2024-03-23,41
2024-03-24,38
2024-03-25,51
2024-03-26,75
2024-03-27,61
2024-03-28,60
2024-03-29,49
2024-03-30,49
2024-03-31,68
2024-04-01,66
2024-04-02,51
2024-04-03,43
2024-04-04,42
2024-04-05,43
2024-04-06,39
2024-04-07,36
2024-04-08,39
2024-04-09,43
2024-04-10,43
2024-04-11,55
2024-04-12,43
2024-04-13,37
2024-04-14,37
2024-04-15,43
2024-04-16,42
2024-04-17,44
2024-04-18,44
2024-04-19,44
2024-04-20,38
2024-04-21,38
2024-04-22,41
2024-04-23,42
2024-04-24,42
2024-04-25,40
2024-04-26,38
2024-04-27,36
2024-04-28,37
2024-04-29,39
2024-04-30,41
2024-05-01,38
2024-05-02,37
2024-05-03,38
2024-05-04,36
2024-05-05,41
2024-05-06,42
2024-05-07,39
2024-05-08,37
2024-05-09,41
2024-05-10,41
2024-05-11,39
2024-05-12,34
2024-05-13,38
2024-05-14,39
2024-05-15,40
2024-05-16,41
2024-05-17,51
2024-05-18,51
2024-05-19,44
2024-05-20,44
2024-05-21,46
2024-05-22,47
2024-05-23,45
2024-05-24,45
2024-05-25,45
2024-05-26,45
2024-05-27,45
2024-05-28,44
2024-05-29,45
2024-05-30,48
2024-05-31,46
2024-06-01,41
2024-06-02,42
2024-06-03,43
2024-06-04,40
2024-06-05,41
2024-06-06,40
2024-06-07,39
2024-06-08,36
2024-06-09,40
2024-06-10,43
2024-06-11,46
2024-06-12,43
2024-06-13,41
2024-06-14,41
2024-06-15,37
2024-06-16,37
2024-06-17,42
2024-06-18,49
2024-06-19,48
2024-06-20,44
2024-06-21,43
2024-06-22,43
2024-06-23,38
2024-06-24,42
2024-06-25,42
2024-06-26,39
2024-06-27,42
2024-06-28,41
2024-06-29,37
2024-06-30,36
2024-07-01,39
2024-07-02,39
2024-07-03,40
2024-07-04,38
2024-07-05,37
2024-07-06,37
2024-07-07,36
2024-07-08,40
2024-07-09,41
2024-07-10,45
2024-07-11,42
2024-07-12,42
2024-07-13,50
2024-07-14,100
2024-07-15,60
2024-07-16,49
2024-07-17,46
2024-07-18,47
2024-07-19,46
2024-07-20,39
2024-07-21,43
2024-07-22,45
2024-07-23,45
2024-07-24,49
2024-07-25,48
2024-07-26,43
2024-07-27,39
2024-07-28,37
2024-07-29,41
2024-07-30,41
2024-07-31,41
2024-08-01,43
2024-08-02,39
2024-08-03,36
2024-08-04,38
2024-08-05,41
2024-08-06,39
2024-08-07,45
2024-08-08,39
2024-08-09,41
2024-08-10,34
2024-08-11,36
2024-08-12,40
2024-08-13,41
2024-08-14,42
2024-08-15,45
2024-08-16,40
2024-08-17,37
2024-08-18,35
2024-08-19,38
2024-08-20,42
2024-08-21,45
2024-08-22,39
2024-08-23,59
2024-08-24,38
2024-08-25,39
2024-08-26,42
2024-08-27,41
2024-08-28,38
2024-08-29,39
2024-08-30,43
2024-08-31,40
2024-09-01,39
2024-09-02,35
2024-09-03,36
2024-09-04,39
2024-09-05,52
2024-09-06,39
2024-09-07,37
2024-09-08,35
2024-09-09,41
2024-09-10,42
2024-09-11,43
2024-09-12,40
2024-09-13,38
2024-09-14,36
2024-09-15,37
2024-09-16,43
